date,country,iso3,confirmed,deaths,death_pos,pos_test,test_wom,test_million_wom,population,idb,population_million,deaths_million
4/6/20,Spain,ESP,136675,13341,.097611122,.38499999,355000,7593,46796540,,46.796539,285.08517
4/6/20,United Kingdom,GBR,66067,6440,.097476803,.26117775,252958,3726,66460344,,66.460342,96.899895
4/6/20,United States,USA,371675,14196,.03819466,.19413279,1914540,5784,326687501,,326.6875,43.454372
4/7/20,Argentina,ARG,1628,56,.034398034,.13822381,11778,261,44494502,1,44.494503,1.2585825
4/7/20,Bolivia,BOL,194,14,.072164945,.3282572,591,51,11353142,1,11.353142,1.2331388
4/7/20,Brazil,BRA,14034,686,.048881289,.25598279,54824,258,209469333,1,209.46933,3.2749424
4/7/20,Chile,CHL,5310,43,.008097928,.092958927,57122,2988,18729160,1,18.72916,2.2958851
4/7/20,Colombia,COL,1780,50,.028089888,.058466088,30445,598,49648685,1,49.648685,1.007076
4/7/20,Dominican Republic,DOM,1956,98,.050102249,.43064728,4542,419,10627165,1,10.627165,9.2216501
4/7/20,Ecuador,ECU,3747,191,.050974112,.26009995,14406,817,17084357,1,17.084356,11.179818
4/7/20,France,FRA,78167,10328,.13212737,.34856457,224254,3436,66977107,,66.977104,154.20195
4/7/20,Germany,DEU,107663,2016,.018725095,.11722122,918460,10962,82905782,,82.905785,24.316759
4/7/20,Honduras,HND,305,22,.072131149,,,,9587522,1,9.5875216,2.2946494
4/7/20,Italy,ITA,135586,17127,.12631835,.17947832,755445,12495,60421760,,60.421761,283.45749
4/7/20,Japan,JPN,4485,98,.021850614,.081086941,55311,437,126529100,,126.5291,.7745254
4/7/20,Mexico,MEX,2785,141,.050628368,.13601954,20475,159,126190788,1,126.19079,1.1173557
4/7/20,Panama,PAN,2100,55,.026190476,.20394289,10297,2386,4176873,1,4.1768732,13.167745
4/7/20,Peru,PER,2954,107,.03622207,.13704477,21555,654,31989256,1,31.989256,3.344873
4/7/20,Spain,ESP,141942,14045,.098948866,.39983663,355000,7593,46796540,,46.796539,300.12903
4/7/20,United Kingdom,GBR,71517,7545,.10549939,.26816127,266694,3929,66460344,,66.460342,113.52635
4/7/20,United States,USA,403073,16767,.041597925,.19418289,2075739,6271,326687501,,326.6875,51.324276
4/8/20,Argentina,ARG,1715,63,.036734693,.12865716,13330,295,44494502,1,44.494503,1.4159052
4/8/20,Bolivia,BOL,210,15,.071428575,.35532996,591,51,11353142,1,11.353142,1.3212202
4/8/20,Brazil,BRA,16170,819,.050649352,.29494381,54824,258,209469333,1,209.46933,3.9098802
4/8/20,Chile,CHL,5740,48,.0083623696,.095047273,60391,3159,18729160,1,18.72916,2.5628486
4/8/20,Colombia,COL,2054,54,.026290165,.061176471,33575,660,49648685,1,49.648685,1.0876421
4/8/20,Dominican Republic,DOM,2111,108,.051160589,.46477324,4542,419,10627165,1,10.627165,10.162635
4/8/20,Ecuador,ECU,4450,242,.054382022,.30889907,14406,817,17084357,1,17.084356,14.165006
4/8/20,France,FRA,82048,10869,.13247123,.36587083,224254,3436,66977107,,66.977104,162.27934
4/8/20,Germany,DEU,113296,2349,.020733301,.085967913,1317887,15730,82905782,,82.905785,28.333366
4/8/20,Honduras,HND,312,22,.070512824,,,,9587522,1,9.5875216,2.2946494
4/8/20,Italy,ITA,139422,17669,.12673035,.17273904,807125,13349,60421760,,60.421761,292.42776
4/8/20,Japan,JPN,5020,105,.020916335,.090759523,55311,437,126529100,,126.5291,.82984865
4/8/20,Mexico,MEX,3181,174,.054699779,.12518694,25410,197,126190788,1,126.19079,1.3788645
4/8/20,Panama,PAN,2249,59,.026233882,.19098166,11776,2729,4176873,1,4.1768732,14.125399
4/8/20,Peru,PER,4342,121,.027867341,.10964923,39599,1201,31989256,1,31.989256,3.7825201
4/8/20,Spain,ESP,148220,14792,.099797599,.41752112,355000,7593,46796540,,46.796539,316.09174
4/8/20,United Kingdom,GBR,76646,8575,.11187799,.27172303,282074,4155,66460344,,66.460342,129.02431
4/8/20,United States,USA,435089,18913,.043469269,.19695832,2209041,6674,326687501,,326.6875,57.893246
4/9/20,Argentina,ARG,1795,72,.040111419,.12087542,14850,329,44494502,1,44.494503,1.6181774
4/9/20,Bolivia,BOL,264,18,.06818182,.44670051,591,51,11353142,1,11.353142,1.5854642
4/9/20,Brazil,BRA,18092,950,.052509397,.28724301,62985,296,209469333,1,209.46933,4.5352702
4/9/20,Chile,CHL,6166,57,.0092442427,.090208188,68353,3576,18729160,1,18.72916,3.0433826
4/9/20,Colombia,COL,2223,69,.031039136,.063678026,34910,686,49648685,1,49.648685,1.3897649
4/9/20,Dominican Republic,DOM,2349,118,.050234143,.32848552,7151,659,10627165,1,10.627165,11.10362
4/9/20,Ecuador,ECU,4965,272,.054783486,.25992042,19102,1083,17084357,1,17.084356,15.920998
4/9/20,France,FRA,86334,12210,.14142747,.25863448,333807,5114,66977107,,66.977104,182.3011
4/9/20,Germany,DEU,118181,2607,.022059383,.089674607,1317887,15730,82905782,,82.905785,31.445333
4/9/20,Honduras,HND,343,23,.067055397,,,,9587522,1,9.5875216,2.3989515
4/9/20,Italy,ITA,143626,18279,.12726805,.16830468,853369,14114,60421760,,60.421761,302.52347
4/9/20,Japan,JPN,5614,113,.02012825,.091287524,61498,486,126529100,,126.5291,.89307523
4/9/20,Mexico,MEX,3441,194,.056378961,.13541913,25410,197,126190788,1,126.19079,1.5373547
4/9/20,Panama,PAN,2528,63,.024920886,.21467391,11776,2729,4176873,1,4.1768732,15.083053
4/9/20,Peru,PER,5256,138,.026255708,.1084494,48465,1470,31989256,1,31.989256,4.3139486
4/9/20,Spain,ESP,153222,15447,.10081451,.43161127,355000,7593,46796540,,46.796539,330.0885
4/9/20,United Kingdom,GBR,81498,9691,.11891089,.27332821,298169,4392,66460344,,66.460342,145.81628
4/9/20,United States,USA,469738,21141,.04500594,.19962552,2353096,7109,326687501,,326.6875,64.713219
4/10/20,Argentina,ARG,1975,82,.041518986,.12058123,16379,362,44494502,1,44.494503,1.8429242
4/10/20,Bolivia,BOL,268,19,.070895523,.12265446,2185,187,11353142,1,11.353142,1.6735456
4/10/20,Brazil,BRA,19638,1057,.05382422,.31178853,62985,296,209469333,1,209.46933,5.0460849
4/10/20,Chile,CHL,6695,65,.009708738,.087660722,76374,3995,18729160,1,18.72916,3.4705241
4/10/20,Colombia,COL,2473,80,.032349374,.060906831,40603,798,49648685,1,49.648685,1.6113216
4/10/20,Dominican Republic,DOM,2620,126,.048091602,.30936357,8469,781,10627165,1,10.627165,11.856408
4/10/20,Ecuador,ECU,7161,297,.041474655,.33201966,21568,1222,17084357,1,17.084356,17.384325
4/10/20,France,FRA,90676,13197,.14554016,.271642,333807,5114,66977107,,66.977104,197.03748
4/10/20,Germany,DEU,122171,2767,.022648582,.09270218,1317887,15730,82905782,,82.905785,33.375233
4/10/20,Honduras,HND,382,23,.060209423,.23875,1600,162,9587522,1,9.5875216,2.3989515
4/10/20,Italy,ITA,147577,18849,.12772316,.15317191,963473,15935,60421760,,60.421761,311.95715
4/10/20,Japan,JPN,6250,125,.02,.097069286,64387,509,126529100,,126.5291,.98791504
4/10/20,Mexico,MEX,3844,233,.060613945,.12206274,31492,244,126190788,1,126.19079,1.8464105
4/10/20,Panama,PAN,2752,66,.023982558,.23369566,11776,2729,4176873,1,4.1768732,15.801293
4/10/20,Peru,PER,5897,169,.02865864,.087089434,67712,2054,31989256,1,31.989256,5.2830238
4/10/20,Spain,ESP,158273,16081,.10160293,.44583943,355000,7593,46796540,,46.796539,343.63654
4/10/20,United Kingdom,GBR,85813,10813,.12600654,.25617808,334974,4934,66460344,,66.460342,162.69853
4/10/20,United States,USA,503274,23359,.046414081,.18855922,2669050,8064,326687501,,326.6875,71.502586
4/11/20,Argentina,ARG,1975,83,.042025317,.10955788,18027,399,44494502,1,44.494503,1.865399
4/11/20,Bolivia,BOL,275,20,.07272727,.12585813,2185,187,11353142,1,11.353142,1.761627
4/11/20,Brazil,BRA,20727,1124,.054228783,.32907835,62985,296,209469333,1,209.46933,5.3659406
4/11/20,Chile,CHL,7366,73,.0099103991,.096446432,76374,3995,18729160,1,18.72916,3.8976655
4/11/20,Colombia,COL,2709,100,.036913991,.066719212,40603,798,49648685,1,49.648685,2.0141521
4/11/20,Dominican Republic,DOM,2759,135,.048930772,.32577637,8469,781,10627165,1,10.627165,12.703294
4/11/20,Ecuador,ECU,7257,315,.043406367,.33647069,21568,1222,17084357,1,17.084356,18.43792
4/11/20,France,FRA,93790,13832,.14747842,.28097075,333807,5114,66977107,,66.977104,206.51834
4/11/20,Germany,DEU,124908,2736,.021904122,.094778992,1317887,15730,82905782,,82.905785,33.001316
4/11/20,Honduras,HND,392,24,.06122449,.245,1600,162,9587522,1,9.5875216,2.5032539
4/11/20,Italy,ITA,152271,19468,.12785101,.15804386,963473,15935,60421760,,60.421761,322.20181
4/11/20,Japan,JPN,6951,138,.019853259,.10107458,68771,544,126529100,,126.5291,1.0906582
4/11/20,Mexico,MEX,4219,273,.064707279,.13397053,31492,244,126190788,1,126.19079,2.1633909
4/11/20,Panama,PAN,2974,74,.024882313,.2038662,14588,3381,4176873,1,4.1768732,17.716602
4/11/20,Peru,PER,6848,181,.026431074,.10113422,67712,2054,31989256,1,31.989256,5.6581497
4/11/20,Spain,ESP,163027,16606,.10186043,.45923099,355000,7593,46796540,,46.796539,354.85529
4/11/20,United Kingdom,GBR,89390,11656,.13039491,.26685652,334974,4934,66460344,,66.460342,175.38278
4/11/20,United States,USA,532632,25488,.047852926,.19943729,2670674,8068,326687501,,326.6875,78.019516
4/12/20,Argentina,ARG,2142,90,.042016808,.10841178,19758,437,44494502,1,44.494503,2.0227218
4/12/20,Bolivia,BOL,300,24,.079999998,.13729978,2185,187,11353142,1,11.353142,2.1139524
4/12/20,Brazil,BRA,22192,1223,.055109948,.35233787,62985,296,209469333,1,209.46933,5.8385634
4/12/20,Chile,CHL,7652,80,.010454783,.093009688,82271,4304,18729160,1,18.72916,4.2714143
4/12/20,Colombia,COL,2776,109,.03926513,.066467136,41765,821,49648685,1,49.648685,2.1954257
4/12/20,Dominican Republic,DOM,2967,173,.058308054,.3198922,9275,855,10627165,1,10.627165,16.279036
4/12/20,Ecuador,ECU,7466,333,.044602197,.31588745,23635,1340,17084357,1,17.084356,19.491516
4/12/20,France,FRA,120633,14393,.11931229,.36138546,333807,5114,66977107,,66.977104,214.89433
4/12/20,Germany,DEU,127854,3022,.023636336,.09701439,1317887,15730,82905782,,82.905785,36.451015
4/12/20,Honduras,HND,393,25,.063613228,.245625,1600,162,9587522,1,9.5875216,2.6075561
4/12/20,Italy,ITA,156363,19899,.12726156,.15478528,1010193,16708,60421760,,60.421761,329.33499
4/12/20,Japan,JPN,7473,147,.019670814,.096574098,77381,612,126529100,,126.5291,1.1617881
4/12/20,Mexico,MEX,4661,296,.063505687,.13137349,35479,275,126190788,1,126.19079,2.3456545
4/12/20,Panama,PAN,3234,79,.024427952,.21350762,15147,3511,4176873,1,4.1768732,18.91367
4/12/20,Peru,PER,7519,193,.025668306,.098279871,76506,2320,31989256,1,31.989256,6.0332756
4/12/20,Spain,ESP,166831,17209,.10315229,.46994647,355000,7593,46796540,,46.796539,367.74088
4/12/20,United Kingdom,GBR,92885,12313,.13256177,.26314971,352974,5200,66460344,,66.460342,185.26839
4/12/20,United States,USA,559591,27294,.048774909,.19757769,2832258,8557,326687501,,326.6875,83.547729
4/13/20,Argentina,ARG,2208,97,.04393116,.1117522,19758,437,44494502,1,44.494503,2.1800447
4/13/20,Bolivia,BOL,330,27,.081818178,.15102975,2185,187,11353142,1,11.353142,2.3781962
4/13/20,Brazil,BRA,23430,1328,.056679472,.37199333,62985,296,209469333,1,209.46933,6.3398304
4/13/20,Chile,CHL,7964,82,.010296334,.093655556,85035,4448,18729160,1,18.72916,4.3781996
4/13/20,Colombia,COL,2852,112,.039270688,.068286844,41765,821,49648685,1,49.648685,2.2558503
4/13/20,Dominican Republic,DOM,3167,177,.055888854,.34145552,9275,855,10627165,1,10.627165,16.65543
4/13/20,Ecuador,ECU,7529,355,.047151014,.30664277,24553,1392,17084357,1,17.084356,20.779243
4/13/20,France,FRA,124298,14967,.12041224,.37236488,333807,5114,66977107,,66.977104,223.46442
4/13/20,Germany,DEU,130072,3194,.024555631,.098697387,1317887,15730,82905782,,82.905785,38.525658
4/13/20,Honduras,HND,397,25,.062972292,.248125,1600,162,9587522,1,9.5875216,2.6075561
4/13/20,Italy,ITA,159516,20465,.12829433,.1523684,1046910,17315,60421760,,60.421761,338.70248
4/13/20,Japan,JPN,7773,156,.020069471,.10045101,77381,612,126529100,,126.5291,1.232918
4/13/20,Mexico,MEX,5014,332,.066214599,.137017,36594,284,126190788,1,126.19079,2.6309369
4/13/20,Panama,PAN,3400,87,.025588235,.21841075,15567,3608,4176873,1,4.1768732,20.828978
4/13/20,Peru,PER,9784,216,.02207686,.11231002,87116,2642,31989256,1,31.989256,6.7522669
4/13/20,Spain,ESP,170099,17756,.10438627,.28349835,600000,12833,46796540,,46.796539,379.42978
4/13/20,United Kingdom,GBR,97068,13037,.13430791,.26401064,367667,5416,66460344,,66.460342,196.16209
4/13/20,United States,USA,585382,29240,.04995029,.19884203,2943955,8894,326687501,,326.6875,89.504494
4/14/20,Argentina,ARG,2277,102,.044795785,.099846527,22805,505,44494502,1,44.494503,2.292418
4/14/20,Bolivia,BOL,354,28,.079096042,.16201372,2185,187,11353142,1,11.353142,2.4662776
4/14/20,Brazil,BRA,25262,1532,.060644448,.40107962,62985,296,209469333,1,209.46933,7.3137197
4/14/20,Chile,CHL,8356,92,.011010053,.095177345,87794,4593,18729160,1,18.72916,4.9121261
4/14/20,Colombia,COL,2979,127,.042631757,.069193788,43053,846,49648685,1,49.648685,2.5579731
4/14/20,Dominican Republic,DOM,3286,183,.05569081,.35428572,9275,855,10627165,1,10.627165,17.22002
4/14/20,Ecuador,ECU,7603,369,.048533473,.29995659,25347,1437,17084357,1,17.084356,21.598707
4/14/20,France,FRA,129257,15712,.12155628,.38722077,333807,5114,66977107,,66.977104,234.58763
4/14/20,Germany,DEU,131359,3294,.025076317,.099673949,1317887,15730,82905782,,82.905785,39.731846
4/14/20,Honduras,HND,407,26,.06388206,.25437501,1600,162,9587522,1,9.5875216,2.7118583
4/14/20,Italy,ITA,162488,21067,.12965265,.15133619,1073689,17758,60421760,,60.421761,348.66577
4/14/20,Japan,JPN,8277,170,.020538842,.092427775,89551,708,126529100,,126.5291,1.3435645
4/14/20,Mexico,MEX,5399,406,.075199112,.14437759,37395,290,126190788,1,126.19079,3.2173505
4/14/20,Panama,PAN,3472,94,.027073734,.21628356,16053,3720,4176873,1,4.1768732,22.504873
4/14/20,Peru,PER,10303,230,.022323595,.10079635,102216,3100,31989256,1,31.989256,7.1899142
4/14/20,Spain,ESP,172541,18056,.10464759,.28756833,600000,12833,46796540,,46.796539,385.84048
4/14/20,United Kingdom,GBR,101393,14113,.13919106,.26497582,382650,5637,66460344,,66.460342,212.3522
4/14/20,United States,USA,613973,31692,.051617905,.20031622,3065019,9260,326687501,,326.6875,97.010139
4/15/20,Argentina,ARG,2443,111,.045435939,.10022976,24374,539,44494502,1,44.494503,2.4946902
4/15/20,Bolivia,BOL,397,28,.070528969,.18169336,2185,187,11353142,1,11.353142,2.4662776
4/15/20,Brazil,BRA,28320,1736,.061299436,.44963086,62985,296,209469333,1,209.46933,8.2876091
4/15/20,Chile,CHL,8712,94,.010789716,.094826557,91873,4806,18729160,1,18.72916,5.0189118
4/15/20,Colombia,COL,3105,131,.042190015,.068357438,45423,893,49648685,1,49.648685,2.6385391
4/15/20,Dominican Republic,DOM,3614,189,.052296624,.3896496,9275,855,10627165,1,10.627165,17.784611
4/15/20,Ecuador,ECU,7858,388,.049376432,.30115357,26093,1479,17084357,1,17.084356,22.710835
4/15/20,France,FRA,132473,17148,.12944524,.39685506,333807,5114,66977107,,66.977104,256.0278
4/15/20,Germany,DEU,134753,3804,.028229427,.077965952,1728357,20629,82905782,,82.905785,45.883408
4/15/20,Honduras,HND,419,31,.073985681,.261875,1600,162,9587522,1,9.5875216,3.2333696
4/15/20,Italy,ITA,165155,21645,.13105871,.14780241,1117404,18481,60421760,,60.421761,358.23187
4/15/20,Japan,JPN,8835,186,.021052632,.093753979,94236,745,126529100,,126.5291,1.4700176
4/15/20,Mexico,MEX,5847,449,.076791517,.14584321,40091,311,126190788,1,126.19079,3.5581045
4/15/20,Panama,PAN,3574,95,.026580863,.21205649,16854,3906,4176873,1,4.1768732,22.744286
4/15/20,Peru,PER,11475,254,.022135077,.1049047,109385,3318,31989256,1,31.989256,7.940166
4/15/20,Spain,ESP,177644,18708,.10531174,.27298138,650755,13918,46796540,,46.796539,399.77316
4/15/20,United Kingdom,GBR,106458,14993,.14083488,.2668682,398916,5876,66460344,,66.460342,225.59319
4/15/20,United States,USA,643981,34301,.053263992,.19760813,3258879,9845,326687501,,326.6875,104.99637
4/16/20,Argentina,ARG,2571,115,.044729676,.097176552,26457,585,44494502,1,44.494503,2.584589
4/16/20,Bolivia,BOL,441,29,.065759636,.20183067,2185,187,11353142,1,11.353142,2.554359
4/16/20,Brazil,BRA,30425,1924,.063237466,.48305151,62985,296,209469333,1,209.46933,9.1851158
4/16/20,Chile,CHL,9246,105,.011356262,.093940504,98424,5149,18729160,1,18.72916,5.6062312
4/16/20,Colombia,COL,3233,144,.044540673,.062071614,52085,1024,49648685,1,49.648685,2.9003789
4/16/20,Dominican Republic,DOM,3755,196,.052197069,.30705699,12229,1127,10627165,1,10.627165,18.4433
4/16/20,Ecuador,ECU,8225,403,.048996959,.29514137,27868,1580,17084357,1,17.084356,23.588831
4/16/20,France,FRA,144944,17901,.12350287,.43421498,333807,5114,66977107,,66.977104,267.27045
4/16/20,Germany,DEU,137698,4052,.029426716,.079669885,1728357,20629,82905782,,82.905785,48.874756
4/16/20,Honduras,HND,426,35,.082159624,.21172962,2012,203,9587522,1,9.5875216,3.6505785
4/16/20,Italy,ITA,168941,22170,.13122925,.14336437,1178403,19490,60421760,,60.421761,366.92078
4/16/20,Japan,JPN,9398,204,.021706747,.093323931,100703,796,126529100,,126.5291,1.6122774
4/16/20,Mexico,MEX,6297,486,.077179611,.15706767,40091,311,126190788,1,126.19079,3.8513112
4/16/20,Panama,PAN,3751,103,.027459344,.22255844,16854,3906,4176873,1,4.1768732,24.659595
4/16/20,Peru,PER,12491,274,.021935795,.10283367,121468,3684,31989256,1,31.989256,8.5653763
4/16/20,Spain,ESP,184948,19315,.10443476,.19881965,930230,19896,46796540,,46.796539,412.7442
4/16/20,United Kingdom,GBR,111756,16029,.14342853,.26758355,417649,6152,66460344,,66.460342,241.18143
4/16/20,United States,USA,675504,36477,.053999681,.19878639,3398140,10266,326687501,,326.6875,111.65717
4/17/20,Argentina,ARG,2669,123,.046084676,.093158811,28650,634,44494502,1,44.494503,2.7643864
4/17/20,Bolivia,BOL,465,31,.06666667,.21281464,2185,187,11353142,1,11.353142,2.7305217
4/17/20,Brazil,BRA,33682,2141,.063565113,.53476226,62985,296,209469333,1,209.46933,10.221066
4/17/20,Chile,CHL,9691,116,.011969869,.093296625,103873,5434,18729160,1,18.72916,6.1935506
4/17/20,Colombia,COL,3439,153,.044489678,.066026688,52085,1024,49648685,1,49.648685,3.0816526
4/17/20,Dominican Republic,DOM,4126,200,.048473097,.310646,13282,1224,10627165,1,10.627165,18.819695
4/17/20,Ecuador,ECU,8450,421,.049822487,.30321515,27868,1580,17084357,1,17.084356,24.642427
4/17/20,France,FRA,146923,18661,.1270121,.31687522,463662,7103,66977107,,66.977104,278.61761
4/17/20,Germany,DEU,141397,4352,.030778589,.081810065,1728357,20629,82905782,,82.905785,52.49332
4/17/20,Honduras,HND,442,41,.092760183,.2196819,2012,203,9587522,1,9.5875216,4.276392
4/17/20,Italy,ITA,172434,22745,.13190554,.13860051,1244108,20577,60421760,,60.421761,376.43723
4/17/20,Japan,JPN,9958,217,.021791525,.098884843,100703,796,126529100,,126.5291,1.7150205
4/17/20,Mexico,MEX,6875,546,.079418182,.17148487,40091,311,126190788,1,126.19079,4.3267817
4/17/20,Panama,PAN,4016,109,.027141435,.22498599,17850,4137,4176873,1,4.1768732,26.096075
4/17/20,Peru,PER,13489,300,.022240344,.1057853,127513,3867,31989256,1,31.989256,9.378149
4/17/20,Spain,ESP,190839,20002,.10481086,.20515248,930230,19896,46796540,,46.796539,427.42477
4/17/20,United Kingdom,GBR,116721,16942,.14514954,.26588473,438991,6467,66460344,,66.460342,254.91895
4/17/20,United States,USA,708310,38570,.054453559,.19828081,3572257,10792,326687501,,326.6875,118.0639
4/18/20,Argentina,ARG,2758,129,.046773024,.089134507,30942,685,44494502,1,44.494503,2.8992345
4/18/20,Bolivia,BOL,493,31,.062880322,.13813393,3569,306,11353142,1,11.353142,2.7305217
4/18/20,Brazil,BRA,36658,2354,.064215176,.58201158,62985,296,209469333,1,209.46933,11.237922
4/18/20,Chile,CHL,10598,126,.011889036,.097326681,108891,5696,18729160,1,18.72916,6.7274771
4/18/20,Colombia,COL,3621,166,.045843691,.061370801,59002,1160,49648685,1,49.648685,3.3434923
4/18/20,Dominican Republic,DOM,4335,217,.050057672,.30160719,14373,1325,10627165,1,10.627165,20.419369
4/18/20,Ecuador,ECU,9022,456,.050543118,.29176638,30922,1753,17084357,1,17.084356,26.691084
4/18/20,France,FRA,146906,19303,.13139695,.31683856,463662,7103,66977107,,66.977104,288.20297
4/18/20,Germany,DEU,143342,4459,.031107422,.082935415,1728357,20629,82905782,,82.905785,53.783943
4/18/20,Honduras,HND,457,46,.10065646,.19073455,2396,242,9587522,1,9.5875216,4.7979031
4/18/20,Italy,ITA,175925,23227,.13202785,.13472243,1305833,21598,60421760,,60.421761,384.41449
4/18/20,Japan,JPN,10548,236,.022373909,.094749607,111325,880,126529100,,126.5291,1.8651836
4/18/20,Mexico,MEX,7497,650,.086701348,.15500879,48365,375,126190788,1,126.19079,5.1509309
4/18/20,Panama,PAN,4210,116,.027553445,.22684412,18559,4301,4176873,1,4.1768732,27.771971
4/18/20,Peru,PER,14420,348,.024133148,.10611133,135895,4122,31989256,1,31.989256,10.878653
4/18/20,Spain,ESP,191726,20043,.10453981,.20610602,930230,19896,46796540,,46.796539,428.3009
4/18/20,United Kingdom,GBR,121437,18047,.14861204,.26374292,460437,6783,66460344,,66.460342,271.54541
4/18/20,United States,USA,736161,40530,.05505589,.1977787,3722145,11245,326687501,,326.6875,124.06351
4/19/20,Argentina,ARG,2839,132,.046495244,.086787723,32712,724,44494502,1,44.494503,2.9666586
4/19/20,Bolivia,BOL,520,32,.061538462,.14569907,3569,306,11353142,1,11.353142,2.818603
4/19/20,Brazil,BRA,38654,2462,.063693278,.6137017,62985,296,209469333,1,209.46933,11.75351
4/19/20,Chile,CHL,10956,133,.012139467,.096402079,113649,5945,18729160,1,18.72916,7.1012259
4/19/20,Colombia,COL,3792,179,.04720464,.060434133,62746,1233,49648685,1,49.648685,3.6053321
4/19/20,Dominican Republic,DOM,4680,226,.048290599,.30032727,15583,1436,10627165,1,10.627165,21.266254
4/19/20,Ecuador,ECU,9468,474,.050063372,.29765162,31809,1803,17084357,1,17.084356,27.74468
4/19/20,France,FRA,151808,19694,.12972966,.32741091,463662,7103,66977107,,66.977104,294.04077
4/19/20,Germany,DEU,145184,4586,.031587504,.084001161,1728357,20629,82905782,,82.905785,55.315804
4/19/20,Honduras,HND,472,46,.097457625,.18619329,2535,256,9587522,1,9.5875216,4.7979031
4/19/20,Italy,ITA,178972,23660,.13219945,.13193262,1356541,22436,60421760,,60.421761,391.58078
4/19/20,Japan,JPN,10914,255,.023364486,.096741594,112816,892,126529100,,126.5291,2.0153468
4/19/20,Mexico,MEX,8261,686,.083040796,.16801921,49167,381,126190788,1,126.19079,5.436213
4/19/20,Panama,PAN,4273,120,.028083313,.22382274,19091,4425,4176873,1,4.1768732,28.729626
4/19/20,Peru,PER,15628,400,.025595086,.1087203,143745,4360,31989256,1,31.989256,12.504198
4/19/20,Spain,ESP,198674,20453,.10294754,.21357514,930230,19896,46796540,,46.796539,437.06223
4/19/20,United Kingdom,GBR,125289,18479,.14749101,.2599017,482063,7101,66460344,,66.460342,278.0455
4/19/20,United States,USA,761842,42461,.055734653,.19728923,3861549,11666,326687501,,326.6875,129.97437
