Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/zw/flat/64.png,14439018,14.43901825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.023085596,.023085596,.023085596,0,0,0,0,0,0,0,0,0,0,0,0,.023085596,.0461711921,.0461711921,.023085596,0,0,0,0,0,0,0,0,0,0,0,.023085596,.023085596,.023085596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/zm/flat/64.png,17351822,17.3518219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.019210279,.019210279,.019210279,0,0,0,0,0,.019210279,.019210279,.019210279,0,0,0,0,0,0,.019210279,.019210279,.019210279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.019210279,.019210279,.019210279,.057630837,.057630837,.057630837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.057630837,.057630837,.057630837,0,0,0,.019210279,.019210279,.019210279,0,0,0
South Africa,ZAF,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/za/flat/64.png,57779622,57.77962112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0057690465,.0057690465,.011538093,.011538093,.023076186,.0173071399,.011538093,.023076186,.023076186,.0346142799,.0173071399,.023076186,.0403833278,.0346142799,.0634595156,.0403833278,.0403833278,.0173071399,.011538093,.0519214198,.1211499795,.1326880753,.1038428396,.0346142799,.0461523719,.0346142799,.0634595156,.0980737954,.1211499795,.1211499795,.0692285597,.0634595156,.0403833278,.0923047438,.0749976039,.1326880753,.1153809354,.161533311,.1269190311,.1442261636,.1269190311,.1326880753,.1730713993,.1903785467,.1903785467,.161533311,.1153809354,.1442261636,.1846094877,.2365309149,.2422999591,.1499952078,.2249928266,.2942213714,.4326784909,.478830874,.4903689623,.3922951818,.3461427987,.4845999181,.6749784946,.7095927596,.5538284779,.5019070506,.5249832273,.6115189791,.5422903895,.646133244,.6288260818,.8249737024,.882664144,.923047483,.8653569818,.9922760129,1.21149981,1.223037958,1.176885486,1.107656956,1.228806973,1.130733132,1.234575987,1.165347457,1.119195104,.9749689102,.9691998363
Yemen,YEM,Asia,Western Asia,,.,.,.,,,28498687,28.49868774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0233928896,.0233928896,.0233928896,0,0,.0233928896,.0350893363,.0350893363,.0350893363,.0233928896,.0350893363,.0233928896,.0350893363,.0467857793,.0350893363,.058482226,.0701786727,.0935715586,.058482226,.116964452,.116964452,.1520537883,.058482226,.1052680016,.1052680016,.1286608875,.116964452,.1286608875,.1520537883,.1871431172,.2807146907,.2690182328,.222232461,.116964452,.1754466742,.222232461,.2807146907,.1871431172,.1052680016,.0116964448,.1871431172,.1988395602,.2807146907,.1403573453,.3625898063,.3275004625,.8070546985,.6316080093,.9357156157,.4678578079,.5965186954
Kosovo,XKX,Europe,,,.,.,.,,,1845300,1.845299959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1806391031,.1806391031,.1806391031,0,0,0,0,0,0,0,0,0,.5419173241,.7225564122,.7225564122,.5419173241,.3612782061,.3612782061,0,.1806391031,.1806391031,.7225564122,.7225564122,.7225564122,.1806391031,.5419173241,1.083834648,1.083834648,.7225564122,.1806391031,.3612782061,.3612782061,.5419173241,.3612782061,.1806391031,0,0,0,0,.7225564122,.7225564122,.7225564122,.1806391031,.1806391031,.3612782061,.1806391031,.1806391031,.1806391031,.1806391031,.1806391031,0,0,0,0,0,0,0,0,0,0,.1806391031,.1806391031,.1806391031,0,0,0,0,0,0,0,0,0,0,0,.1806391031,.1806391031,.1806391031,0,0,.1806391031,.1806391031,.3612782061,.1806391031,.1806391031,0,0
Vietnam,VNM,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/vn/flat/64.png,95540395,95.54039764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,VEN,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ve/flat/64.png,28870195,28.87019539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0115459329,.0230918657,.0230918657,.0230918657,.0115459329,.0115459329,.0230918657,.0461837314,.0461837314,.0230918657,0,0,.0230918657,.0230918657,.0230918657,0,0,0,0,0,0,0,0,0,0,.0115459329,.0115459329,.0115459329,0,0,0,0,0,0,.0692755952,0,0,-.0692755952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0115459329,.0115459329,.0115459329,.0346377976,.0346377976,.0346377976,.0346377976,.0461837314,.0692755952,.0346377976,.0230918657,.0230918657,.0230918657,.0230918657,.0115459329,.0115459329,.0115459329,0,.0115459329,.0230918657,.0346377976,.0346377976,.0346377976,.0230918657,.0173188988
Uzbekistan,UZB,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/uz/flat/64.png,32955400,32.95539856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.010114681,.020229362,.020229362,.010114681,0,0,0,0,0,0,0,0,.010114681,.010114681,.010114681,.010114681,.010114681,.010114681,0,0,0,0,.010114681,.010114681,.010114681,.010114681,.020229362,.020229362,.020229362,.010114681,.010114681,0,0,.010114681,.010114681,.010114681,0,.010114681,.010114681,.010114681,0,0,0,0,0,0,0,.010114681,.010114681,.010114681,0,.010114681,.020229362,.020229362,.010114681,0,0,0,0,0,.010114681,.010114681,.010114681,0,0,.010114681,.010114681,.010114681,.010114681,.010114681,.010114681,.010114681,.010114681,.020229362,.010114681,.020229362,.010114681,.010114681,0,0,0,0,0,0,0
United States,USA,Americas,Northern America,,.,.,.,Americas,https://www.countryflags.io/us/flat/64.png,326687501,326.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001020343,.001020343,.0061220587,.0061220587,.0102034314,.0061220587,.0071424018,.0061220587,.0091830874,.0081627443,.0112237744,.0112237744,.0214272048,.0244882349,.0275492631,.0295899492,.0489764698,.0765257329,.1214208305,.1724379808,.2367195934,.2703909278,.3377335668,.4265034199,.5744531751,.7438300848,.9713666439,1.290734053,1.624386191,1.846820951,2.110069513,2.700848103,3.306931973,4.078311443,4.160959244,4.208915234,4.054843426,4.427268505,5.4874053,6.168994427,6.560806274,6.322045803,6.253682613,5.941457748,5.662904263,6.051654816,6.842420578,7.137300014,7.338307381,7.164849281,6.241438866,5.4047575,5.456794739,6.633250237,7.194438934,6.562846661,6.495503902,5.298641682,4.852751732,4.710924149,6.213889599,6.927109241,6.745488167,5.52617836,4.794592381,4.075250149,4.814999104,5.902684689,6.886295319,6.232255459,5.455774307,3.948727846,3.594668627,3.65997076,4.689496994,5.317008018,5.257827759,4.726229191,3.738537073,2.878387928,3.232446909,3.960971832,4.425228119,4.126267433,3.704865694,3.080415726,2.290670156,1.870288849,2.760028124,3.46508503,3.952809095,3.377335548,2.777373791,2.364135027,2.455965757,2.841655493,3.111026049,3.04878521,2.734519482,2.138639212,1.651935458,1.928448439,2.408009768,2.81104517,2.709010839,2.551877975,1.947834969,1.48766017,1.558063865,2.025381088,2.353931427,2.251387119
Uruguay,URY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/uy/flat/64.png,3449299,3.449299097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0966379941,.0966379941,.0966379941,0,.0966379941,.2899139822,.2899139822,.2899139822,.1932759881,.1932759881,.1932759881,.0966379941,.0966379941,0,0,0,.0966379941,.0966379941,.1932759881,.0966379941,.0966379941,0,.0966379941,.0966379941,.2899139822,.1932759881,.1932759881,0,.1932759881,.2899139822,.2899139822,.0966379941,0,.1932759881,.1932759881,.1932759881,0,0,0,0,0,.0966379941,.0966379941,.1932759881,.0966379941,.0966379941,0,0,0,0,.0966379941,.0966379941,.0966379941,0,0,0,.1932759881,.1932759881,.1932759881,0,0,0,0,0,0,.0966379941,.0966379941,.0966379941,0,0,0,0,0,0,0,0,0,0,0,0,.0966379941,.0966379941,.0966379941,0
Ukraine,UKR,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ua/flat/64.png,44622516,44.62251663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0074700704,.0074700704,.0074700704,0,.0074700704,.0074700704,.0074700704,.0074700704,.0074700704,.0074700704,0,0,.0149401408,.0149401408,.0149401408,.0298802815,.0373503529,.0597605631,.0597605631,.0747007057,.0672306344,.0747007057,.0896408409,.1120510548,.0821707696,.0971109122,.1120510548,.1419313401,.1792816818,.1568714678,.1942218244,.1792816818,.1867517531,.1867517531,.1718116105,.2016918957,.1867517531,.1867517531,.1942218244,.209161967,.2465123236,.2689225376,.2988028228,.2016918957,.1643415391,.1419313401,.2838626802,.3062728941,.3062728941,.2465123236,.2166320384,.2016918957,.231572181,.2763926089,.2913327515,.2763926089,.3361531496,.3660334349,.3809735775,.3510932922,.3660334349,.3585633636,.3585633636,.3809735775,.4332640767,.4332640767,.440734148,.3809735775,.3735035062,.3286830783,.2988028228,.3062728941,.2838626802,.2614524662,.2913327515,.3062728941,.3436232209,.2614524662,.2838626802,.2913327515,.3361531496,.2763926089,.2539823949,.231572181,.2763926089,.321213007,.3062728941,.2614524662,.2465123236,.3361531496,.440734148,.463144362,.3660334349,.2614524662,.231572181,.2390422523,.4033837914,.4855545759,.605075717
Uganda,UGA,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ug/flat/64.png,42723139,42.72314072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/tz/flat/64.png,56318348,56.31834793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0059187342,.0059187342,.0059187342,0,0,0,0,0,0,0,.0118374685,.0118374685,.0118374685,0,0,.0059187342,.0059187342,.0118374685,.0059187342,.0177562032,.0295936707,.0295936707,.0177562032,0,0,0,0,0,0,.0355124064,.0355124064,.0355124064,0,0,0,0,0,0,.0295936707,.0295936707,.0295936707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,TUR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/tr/flat/64.png,82319724,82.31972504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0040492523,.0040492523,.0121477572,.0121477572,.032394018,.1093298122,.1336253285,.1417238265,.1174283177,.153871581,.1943641156,.1984133571,.2267581224,.3077431619,.429220736,.591190815,.7612594366,.8543922305,.9070324898,.8827369809,.9070324898,.9070324898,.9637220502,1.048756361,1.137839913,1.170233965,1.174283147,1.174283147,1.222874165,1.295760751,1.40509057,1.482026339,1.506321788,1.51442039,1.502272606,1.494174123,1.453681588,1.421287537,1.380795002,1.336253285,1.271465182,1.214775681,1.158086181,1.117593646,1.109495163,1.077101111,1.032559276,.9029832482,.8219982386,.7450624108,.7572101951,.7288653851,.6843236089,.6276341081,.5871415734,.6154863238,.6276341081,.6721758842,.6721758842,.6519296169,.5830923319,.5385505557,.4697132707,.4170729816,.3320387006,.3158416748,.3117924333,.3482356966,.3684819639,.376580447,.360383451,.3684819639,.3725312054,.3725312054,.3401371837,.3198909163,.2996446788,.2834476531,.2793984115,.2712998986,.2551029027,.2429551333,.2510536313,.2551029027,.2429551333,.2186596245,.2105611116,.1984133571,.1862656027,.1781671047,.1903148592,.2024626136,.2186596245,.2308073789,.2429551333
Tunisia,TUN,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/tn/flat/64.png,11565204,11.56520367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0288220886,.0288220886,.0288220886,.0576441772,.0576441772,.0864662677,.0576441772,.0864662677,.0576441772,.0864662677,.0576441772,.0576441772,.0576441772,.1152883545,.1729325354,.2305767089,.1729325354,.2305767089,.1152883545,.1441104412,.0576441772,.0864662677,.0576441772,.1152883545,.1729325354,.259398818,.1729325354,.1152883545,.0864662677,.0864662677,.0576441772,.0288220886,.0288220886,.0288220886,0,0,0,0,0,.0288220886,.0576441772,.0576441772,.0576441772,.0288220886,.0576441772,.0288220886,.0576441772,.0288220886,.0288220886,.0288220886,.0576441772,.0576441772,.0288220886,0,0,0,0,0,0,0,.0288220886,.0576441772,.0576441772,.0288220886,0,.0288220886,.0288220886,.0288220886,0,0,0,0,0,0,0,0,.0288220886,.0288220886,.0288220886,0,0,0,0,0,0,0,0,0,0,0,.0288220886,.0288220886,.0432331339
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/tt/flat/64.png,1389858,1.389858007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2398326546,.2398326546,.4796653092,.4796653092,.4796653092,.2398326546,0,.4796653092,.4796653092,.7194979787,.2398326546,.4796653092,.4796653092,.4796653092,.2398326546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,TLS,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/tl/flat/64.png,1267972,1.267971992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/tj/flat/64.png,9100837,9.100836754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.073253341,.073253341,.1098800078,.1098800078,.2197600156,.3296400309,.2563866675,.4395200312,.2930133641,.3296400309,.0366266705,.1098800078,.2930133641,.4395200312,.476146698,.3662666976,.2930133641,.1831333488,.073253341,.1098800078,.1098800078,.1098800078,.073253341,.073253341,.1098800078,.0366266705,.0366266705,0,0,0,0,0,.0366266705,.0366266705,.0366266705,0,0,0,0,0,.0366266705,.0366266705,.073253341,.0366266705,.0366266705,0,.0366266705,.0366266705,.0549400039
Thailand,THA,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/th/flat/64.png,69428524,69.4285202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048011011,.0048011011,.0048011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0144033032,.0144033032,.0144033032,.0048011011,.0096022021,.0144033032,.0192044042,.0192044042,.0240055043,.0288066063,.0432099067,.0384088084,.0384088084,.0336077064,.0336077064,.0336077064,.0288066063,.0288066063,.0240055043,.0288066063,.0336077064,.0288066063,.0240055043,.0288066063,.0288066063,.0192044042,.0048011011,0,.0048011011,.0096022021,.0144033032,.0144033032,.0096022021,.0048011011,.0048011011,.0144033032,.0144033032,.0096022021,0,0,0,0,0,.0048011011,.0048011011,.0048011011,.0048011011,.0048011011,.0048011011,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048011011,.0048011011,.0048011011,0,0,0,0,0,.0048011011,.0048011011,.0048011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/tg/flat/64.png,7889094,7.889093876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0422524214,.0422524214,.0422524214,0,0,.0422524214,.0422524214,.0845048428,.0422524214,.0422524214,0,0,0,0,0,0,0,0,0,0,.0845048428,.0845048428,.0845048428,0,.0422524214,.0422524214,.0422524214,0,0,0,0,0,0,.0422524214,.1267572641,.1267572641,.0845048428,0,0,0,0,0,.0422524214,.0422524214,.0845048428,.0422524214,.0422524214,0,0,0,0,0,.0422524214,.0422524214,.0422524214,0,0,0,0,.0422524214,.0422524214,.0422524214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/td/flat/64.png,15477751,15.47775078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0430725813,.0430725813,.1076814532,.0646088719,.1722903252,.1076814532,.1076814532,.1507540345,.1507540345,.366116941,.2368991971,.301508069,.0861451626,.0646088719,.1938266158,.2368991971,.3230443597,.1722903252,.1722903252,.1507540345,.1076814532,.1292177439,.0861451626,.1076814532,.0430725813,.0646088719,.0430725813,.0646088719,.0430725813,.0861451626,.0861451626,.0646088719,.0215362906,0,.0215362906,.0215362906,.0215362906,0,.0430725813,.0646088719,.0646088719,.0430725813,.0430725813,.0646088719,.0430725813,.0215362906,0,.0215362906,.0215362906,.0430725813,.0215362906,.0215362906,0
Syria,SYR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/sy/flat/64.png,16906283,16.90628242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0197165366,.0394330733,.0394330733,.0197165366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0197165366,.0197165366,.0197165366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0197165366,.0197165366,.0197165366,0,0,0,0,0,0,.0197165366,.0197165366,.0394330733,.0197165366,.0197165366,0,0,0,0,0,0,0,0,0,0,0,0,.0197165366,.0197165366,.029574804
Eswatini,SWZ,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/sz/flat/64.png,1136191,1.13619101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2933779061,.2933779061,.2933779061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2933779061,.2933779061,.2933779061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2933779061,.2933779061,.2933779061,0,0,0,0,0,0,0,0,0,0,.2933779061,.2933779061,.2933779061,0,0,0
Sweden,SWE,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/se/flat/64.png,10175214,10.17521381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0327593461,.0327593461,.0327593461,.0327593461,.0655186921,.1637967229,.1637967229,.229315415,.1637967229,.2948341072,.3275934458,.3275934458,.2948341072,.5241495371,1.343133092,1.703485966,2.260394812,1.408651829,1.081058383,1.343133092,2.456950903,4.225955486,5.307013988,5.831163406,4.389751911,3.046618938,3.898361921,7.141537189,9.369172096,10.35195255,9.139857292,6.551868916,3.472490549,1.60520792,4.782864094,9.95884037,13.56236839,12.02267933,10.08987808,6.781184196,5.896681786,8.32087326,13.00545979,14.4468708,12.67786598,8.353632927,5.667366505,3.996639967,5.339773178,8.779503822,10.22091579,9.762284279,6.781184196,3.046618938,3.800083876,6.060478687,8.582948685,8.877781868,10.51574993,9.139857292,6.060478687,2.653506994,3.046618938,7.698445797,8.943301201,10.90886211,7.010499477,4.913901806,1.703485966,2.260394812,4.979420185,5.667366505,5.962200642,5.274254322,4.16043663,3.406971931,4.356992722,7.272574425,7.763964653,7.37085247,5.732885361,4.225955486,1.736245275,2.391432047,4.81562376,5.208735943,5.601847649,3.734565258,3.177656412,1.801763892,1.998319983,4.455270767,3.931121349,4.488029957,2.587988138,1.965560675,1.212095737,2.129357338,5.470810413,5.307013988,5.601847649
