Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020
Cyprus,CYP,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/cy/flat/64.png,1189265,1.189265013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0840855464,.0840855464,.2522566319,.2522566319,.2522566319,.4204277396,.4204277396,.4204277396,.5885988474,.6726843715,.6726843715,.7567699552,.6726843715,.6726843715,.5045132637,.3363421857,.3363421857,.3363421857,.2522566319,.1681710929,.0840855464,.0840855464,.0840855464,.0840855464,.2522566319,.2522566319,.2522566319,.2522566319,.1681710929,.1681710929,.1681710929,.1681710929,.0840855464,.1681710929,.1681710929,.1681710929,.2522566319,.2522566319,.2522566319,.2522566319,.2522566319,.1681710929,.1681710929,.0840855464,.0840855464,.0840855464,0,0,0,.0840855464,.0840855464,.0840855464,.1681710929,.1681710929,.1681710929,.1681710929,.1681710929,.1681710929,.1681710929,.0840855464,.0840855464,.0840855464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,0,0,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,.0840855464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,Americas,Latin America and the Caribbean,Caribbean,1,.,.,Americas,https://www.countryflags.io/cu/flat/64.png,11338138,11.33813763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0176395811,.0176395811,.0176395811,.0176395811,.0264593717,.0440989546,.0440989546,.0440989546,.0440989546,.0440989546,.0529187433,.0617385358,.0705583245,.0793781132,.097017698,.0793781132,.0881979093,.1058374867,.1322968602,.1322968602,.1411166489,.1587562263,.1763958186,.1763958186,.167576015,.1852156073,.194035396,.194035396,.194035396,.246954143,.2381343544,.2381343544,.2204947621,.2293145508,.2116749734,.2204947621,.2293145508,.2293145508,.2116749734,.1763958186,.1587562263,.1322968602,.1499364376,.1411166489,.1411166489,.1411166489,.1146572754,.1058374867,.1058374867,.0881979093,.0881979093,.0881979093,.0529187433,.0440989546,.0440989546,.0176395811,.0264593717,.0264593717,.0176395811,.0264593717,.0264593717,.0264593717,.0264593717,.0264593717,.0264593717,.0352791622,.0264593717,.0176395811,.0176395811,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,0,0,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0176395811,.0176395811,.0176395811,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0176395811,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,0,0,0,0,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,.0088197906,0,0
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0200022366,.0200022366,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0200022366,.0200022366,0,0,0,0,0,0,0,0,.0200022366,.0200022366,.0200022366,.0200022366,.0200022366,.0200022366,.0200022366,.0400044732,.0400044732,.0400044732,.0200022366,.0400044732,.0600067079,.0600067079,.0600067079,.0600067079,.0600067079,.0400044732,.0400044732,.0400044732,.0400044732,.0200022366,0,0,0,0,0,0,0,0,0,0,.0200022366,.0200022366,.0200022366,.0400044732,.0400044732,.0600067079,.0800089464,.0800089464,.0800089464,.0800089464,.0600067079,.0600067079,.0600067079,.0400044732,.0400044732,.0200022366,0,0,0,0,0,0,0,0,0,0,0,0,0,.0200022366,.0200022366,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0200022366,.0200022366,0,0,0,0,0,0,0,.0400044732,.0600067079,.0600067079,.0800089464,.1000111774,.1200134158,.1200134158,.1200134158,.1400156468,.2200245857,.1800201237,.2000223547,.2000223547,.2000223547,.2200245857,.2400268316,.3200357854,.3800424635,.4200469553,.3800424635,.4800536633,.5800648332,.7400827408,.8000894189,.8000894189,.8200916648
Cabo Verde,CPV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/cv/flat/64.png,543767,.5437669754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,0,0,0,0,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.3678046167,.3678046167,.3678046167,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.3678046167,.1839023083,.1839023083,.1839023083,.3678046167,.3678046167,.3678046167,.3678046167,.5517069101,.5517069101,.3678046167,.3678046167,.3678046167,.3678046167,.1839023083,.5517069101,.919511497,.919511497,.7356092334,1.287316084,1.287316084,1.287316084,1.287316084,1.471218467,1.65512073,1.287316084,1.10341382,1.10341382,1.10341382,.7356092334,.7356092334,.7356092334,.7356092334,.5517069101,.3678046167,.3678046167,.1839023083,.5517069101,.5517069101,.3678046167,.3678046167,.3678046167
Comoros,COM,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/km/flat/64.png,832322,.8323220015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,0,0,0,0,0,0,0,0,0,0,0,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,.1201458052,0,0,0,0,0,0,0,0,0,0,.1201458052,.1201458052,.360437423,.360437423,.360437423,.360437423,.360437423,.6007290483,.6007290483,.6007290483,.4805832207,.4805832207,.2402916104,.2402916104,.2402916104,.2402916104,.2402916104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.004028304,.0060424563,.0060424563,.008056608,.0120849125,.0120849125,.0120849125,.0201415196,.024169825,.0322264321,.0302122794,.0322264321,.0443113446,.0563962571,.0584104098,.0805660784,.0886226892,.0886226892,.114806667,.1289057285,.1671746224,.1812736839,.1752312183,.19134444,.1933586001,.1973868906,.2074576616,.2255850285,.2215567231,.219542563,.1933586001,.1953727454,.2074576616,.1973868906,.2054435015,.2014151961,.2014151961,.2074576616,.1994010508,.2094718069,.2376699448,.2376699448,.2517690063,.2678822279,.2920520306,.3081652522,.3101794124,.3202501833,.3363633752,.3424058557,.3323350847,.3403916955,.3403916955,.3363633752,.3383775353,.3323350847,.3363633752,.3303209245,.3383775353,.3363633752,.3484483063,.3806747198,.3947737813,.4068587124,.4108870029,.4310285449,.4612407982,.4632549584,.4833964705,.5236795545,.5780616403,.5780616403,.6123021841,.6405003667,.6787692308,.7432221174,.8096891046,.880184412,.9164391756,.9708212614,.9949911237,1.045344949,1.079585433,1.101741195,1.168208122,1.170222282,1.200434566,1.218562007,1.293085575,1.355524302,1.395807385,1.508599877,1.540826321,1.63549149,1.659661293,1.869133115,2.034293652,2.165213346,2.473378658,2.475392818,2.433095694,2.483449459,2.680836439,2.765430689,2.922534466,2.839954376,2.817798615,2.860095978,2.717091084,2.900378942,3.204515934,3.321336746,3.35557723,3.379747152,3.389817953,3.524765968,3.663742542,3.885299206,4.006148338,4.072615147,4.036360741,4.122969151,4.161238194
Congo (Brazzaville),COG,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cg/flat/64.png,5244363,5.244362831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0381361879,.0381361879,.0381361879,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.05720428,.05720428,.05720428,0,0,.019068094,.019068094,.019068094,.019068094,.019068094,.019068094,.019068094,.019068094,.019068094,.019068094,0,.0381361879,.0381361879,.05720428,.05720428,.05720428,.05720428,.0762723759,.0762723759,.0762723759,.0762723759,.0381361879,.0381361879,.019068094,.0381361879,.0381361879,.0381361879,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.095340468,.019068094,.019068094,.019068094,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.05720428,.05720428,.05720428,.095340468,.0762723759,.0762723759,.0762723759,.0762723759,.0762723759,.1334766597,.095340468,.095340468,.095340468,.05720428,.05720428,.05720428,.2478852123,.2478852123,.2478852123,.190680936,.190680936,.190680936,.190680936,.190680936,.190680936,.2669533193,.0762723759,.1334766597,.1334766597,.1334766597,.1334766597,.1334766597,.190680936,.190680936,.190680936,.1144085601,.1144085601,.05720428,.05720428,.05720428,.0762723759,.095340468,.0381361879,.0381361879,.05720428,.05720428,.05720428
Congo (Kinshasa),COD,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cd/flat/64.png,84068091,84.06809235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001189512,.001189512,.001189512,.0023790239,.0023790239,.0035685359,.0035685359,.0071370718,.0071370718,.0095160957,.0083265835,.0095160957,.0142741436,.0130846314,.0190321915,.0178426784,.0178426784,.0142741436,.0142741436,.0118951192,.0142741436,.0130846314,.0083265835,.0083265835,.0023790239,.0035685359,.0047580479,.0059475596,.0083265835,.0083265835,.0059475596,.0059475596,.0059475596,.0059475596,.0059475596,.0083265835,.0071370718,.0059475596,.0059475596,.0059475596,.0071370718,.0083265835,.0095160957,.0095160957,.0107056079,.0071370718,.0083265835,.0095160957,.0107056079,.0107056079,.0118951192,.0107056079,.0130846314,.0202217028,.0190321915,.0190321915,.0309273098,.0297377985,.0261692628,.0261692628,.0237902384,.0237902384,.0226007272,.0154636549,.0154636549,.0202217028,.0083265835,.0083265835,.0095160957,.0095160957,.0095160957,.0130846314,.0107056079,.0107056079,.0142741436,.0130846314,.0154636549,.0166531671,.0190321915,.0226007272,.0249797516,.0285482872,.0309273098,.0344958454,.0368748717,.0344958454,.0368748717,.0356853567,.0356853567,.0344958454,.038064383,.0344958454,.038064383,.0404434055,.0344958454,.0416329168,.0356853567,.044011943,.0452014543,.0475804769,.0535280369,.0535280369,.0535280369,.0487699881,.0523385257,.0475804769,.0475804769,.0392538942,.0344958454,.0297377985,.0261692628,.0226007272,.0166531671,.0154636549,.0130846314,.0095160957,.0118951192,.0130846314,.0130846314,.0130846314,.0059475596,.0059475596,.0083265835,.0095160957
Cameroon,CMR,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cm/flat/64.png,25216237,25.21623611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0039656991,.0039656991,.0079313982,.0079313982,.0237941928,.0237941928,.0237941928,.0237941928,.0277598929,.0317255929,.0317255929,.0317255929,.0277598929,.0277598929,.0158627965,.0158627965,.0237941928,.0237941928,.0198284946,.0158627965,.0198284946,.0317255929,.0515540875,.0515540875,.0475883856,.1269023716,.1189709678,.122936666,.122936666,.122936666,.1150052696,.1427651644,.134833768,.1427651644,.1427651644,.0753482804,.0753482804,.0713825822,.0832796767,.0832796767,.0832796767,.0436226875,.2062163502,.1982849389,.1982849389,.1863878518,.2101820409,.2538047433,.2419076264,.2855303288,.2974274158,.3013931215,.1269023716,.1269023716,.1269023716,.1269023716,.1269023716,.122936666,.134833768,.0912110731,.1031081751,.0991424695,.1387994587,.1387994587,.1387994587,.1467308551,.1784564555,.1387994587,.1586279571,.1625936478,.1387994587,.1506965607,.1189709678,.1467308551,.1467308551,.1387994587,.0832796767,.0832796767,.0515540875,.0475883856,.0475883856,.0356912911,.2815646231,.2538047433,.2538047433,.2538047433,.2775989175,.3529472053,.3608785868,.3807070851,.4005355835,.4005355835,.1467308551,.1467308551,.1467308551,.1467308551,.122936666,.0475883856,.0396569893,.0198284946,0,0,0,0,.1824221462,.1824221462,.1824221462,.1824221462,.1824221462,.1824221462,.1824221462,.1824221462,.1824221462,.2379419357,.0555197857,.0555197857,.0555197857,.0555197857,.0912110731,.0912110731
Cote d'Ivoire,CIV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ci/flat/64.png,25069229,25.06922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0039889538,.0039889538,.0039889538,.0039889538,.0039889538,.0039889538,.0039889538,.0119668618,.0119668618,.0119668618,.0079779075,.0079779075,.0079779075,.0119668618,.0159558151,.0199447703,.0199447703,.0119668618,.0119668618,.0119668618,.0199447703,.0239337236,.0239337236,.0359005854,.0359005854,.0319116302,.0319116302,.0319116302,.0319116302,.0319116302,.0239337236,.0199447703,.0199447703,.0079779075,.0039889538,.0119668618,.0119668618,.0159558151,.0159558151,.0239337236,.0239337236,.0279226769,.0279226769,.0239337236,.0239337236,.0279226769,.0279226769,.0239337236,.0279226769,.0279226769,.0319116302,.0279226769,.0319116302,.0319116302,.0319116302,.0239337236,.0239337236,.0239337236,.0199447703,.0159558151,.0159558151,.0159558151,.0159558151,.0159558151,.0159558151,.0119668618,.0199447703,.0199447703,.0239337236,.0199447703,.0159558151,.0239337236,.0199447703,.0319116302,.0319116302,.0478674471,.0398895405,.0398895405,.0398895405,.0398895405,.0478674471,.043878492,.043878492,.043878492,.0518564023,.043878492,.0518564023,.0518564023,.0558453538,.0718011707,.0718011707,.0678122193,.0678122193,.0638232604,.0558453538,.0478674471,.0478674471,.0558453538,.0558453538,.043878492,.0398895405,.0478674471,.0518564023,.0518564023,.0558453538,.0638232604,.0558453538,.0598343089,.0518564023,.0478674471,.043878492,.0518564023,.0518564023,.043878492,.043878492,.0359005854
China,CHN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/cn/flat/64.png,1392730000,1392.72998,.017375946,.0246278886,.0286487695,.0322388411,.0364033245,.0395625867,.042147439,.0482505597,.0527022481,.0573693402,.0612466186,.0542818792,.0677805468,.0739554688,.0789815709,.0813510194,.0822844356,.0860181078,.0869515315,.0880285501,.0808484033,.0952086896,.0772583336,.0771147311,.0719450265,.0682831556,.0633288622,.0565077215,.0517688282,.0455221049,.0485377647,.0361879207,.0386291668,.0301565994,.0272127409,.0254895072,.025417706,.0239098743,.0216840301,.020750612,.0185247678,.016729733,.0150782997,.0134986686,.0124216471,.0113446256,.0101240017,.0090469802,.0081853624,.0070365397,.0073237456,.0067493343,.0063185254,.005887717,.0053133056,.0047388943,.0041644829,.0039490783,.0039490783,.0035900713,.00301566,.0034464684,.0032310642,.0032310642,.00301566,.0028002555,.0025848513,.0023694471,.0022258442,.0022258442,.0019386385,.00150783,.0013642272,.0010770214,.0009334186,.0007898157,.0934136584,.0932700559,.0931264535,.0930546522,.0928392485,.0928392485,.0926956385,.0926956385,.0926238373,.0926956385,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,0,0,0,0,0,0,0,0,0,0,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,.0000718014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0000718014,.0000718014,.0000718014,.0001436029,.0001436029,.0002154043,.0002154043,.0002154043,.0002154043,.0002154043,.0001436029,.0001436029,.0001436029,.0000718014,.0000718014,0,0,0,0,0,0,0,0,0,.0000718014,.0002154043,.0002154043,.0002872057,.0003590071,.0003590071,.0003590071,.00050261,.00050261
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0053392677,.0106785353,.0106785353,.0160178021,.0213570707,.0266963374,.0320356041,.0373748727,.0427141413,.0640712082,.0800890177,.0854282826,.1067853495,.1281424165,.1601780355,.1708565652,.1975529045,.2189099789,.2616241276,.2829811871,.3043382466,.3310346007,.320356071,.3470523953,.320356071,.36307019,.3897665441,.4164628685,.4057843387,.395105809,.395105809,.4271413982,.4591770172,.4378199577,.4645162821,.4484984875,.4378199577,.4324806929,.4431592226,.469855547,.4645162821,.4645162821,.4912126362,.5125696659,.5018911362,.4912126362,.4645162821,.4645162821,.469855547,.4538377523,.4751948118,.469855547,.4591770172,.5232482553,.6353728771,.747497499,.8809791803,.9824252725,1.094549894,1.238710046,1.420245171,1.575083971,1.745940566,1.868743658,1.95951128,2.055618048,2.087653637,2.199778318,2.32258153,2.418688297,2.482759476,2.578866243,2.749722958,2.973972082,3.176864147,3.427809954,3.737487316,3.988432884,7.047833443,6.866298199,7.587099552,8.195775986,8.980648041,9.749503136,10.50233936,10.21935844,9.834931374,10.5610714,8.420024872,9.664074898,9.717467308,9.776199341,8.713685036,7.496331692,7.517688751,8.227811813,8.996665955,9.247612,8.905898094,7.91279459,7.437599659,6.80222702,7.571081638,8.254508018,7.800670147,7.501670837,7.026476383,5.803783894,5.680980682,5.910569191,5.835819721,6.022694111,5.654284477,5.19510746,4.682537556,4.687877178,4.837376595,10.21401882,9.995108604,9.722805977,9.888323784,9.589324951,9.306343079
Switzerland,CHE,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/ch/flat/64.png,8513227,8.513227463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0117464261,.0117464261,.0117464261,.0234928522,.0234928522,.0352392793,.0469857045,.0469857045,.1292106956,.1527035385,.1527035385,.1527035385,.3054070771,.3054070771,.4581106305,.5990677476,.8339962959,1.104164124,1.28036046,1.28036046,1.632753253,2.079117537,2.39627099,2.772156715,3.042324543,3.58265996,4.205220699,4.581106186,4.886513233,5.509074211,6.025916576,6.155127525,6.272591591,6.542759418,6.989123821,6.918645382,6.683716774,6.437041759,6.695463181,6.425295353,5.967184544,6.155127525,6.061155796,5.94369173,5.556059837,5.227159977,5.015724182,5.19192028,4.733809948,4.8277812,4.874766827,4.228713512,3.864574194,3.970292091,3.888067245,3.794095755,3.617899418,3.242013693,2.971845865,2.501988888,2.290553093,2.3022995,2.290553093,1.703231812,1.456556916,1.339092612,1.127656937,1.068924785,1.233374715,1.268614054,1.033685565,.974953413,.8692355752,.8339962959,.7400248647,.716531992,.6930391788,.6225606203,.4228713512,.4111249149,.3993785083,.4111249149,.4228713512,.4228713512,.387632072,.3288999498,.3171535134,.2584213912,.1996892542,.1761963964,.1761963964,.0939714089,.0704785585,.0469857045,.0234928522,.0469857045,.1761963964,.1879428178,.1996892542,.2114356756,.1996892542,.1996892542,.2114356756,.387632072,.4111249149,.387632072,.2584213912,.2349285334,.2231820971,.2114356756,.2114356756,.2349285334,.2231820971,.0939714089,.0704785585,.0704785585,.0704785585,.0822249874,.1057178378,.1057178378,.1057178378,.0822249874,.0822249874,.0352392793,.0469857045,.0469857045,.0469857045,.0352392793,.0352392793,.0352392793,.0352392793,.0352392793,.0352392793,.0469857045,.0352392793,.0352392793,.0352392793,.0587321334,.0469857045,.0469857045
Canada,CAN,Americas,Northern America,,.,.,.,Americas,https://www.countryflags.io/ca/flat/64.png,37057765,37.05776596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0107939588,.0134924483,.0215879176,.0215879176,.0296833869,.048572816,.053969793,.0647637546,.0674622431,.0782562047,.0917486474,.1322259903,.1430199593,.1484169364,.1834972948,.2212761492,.2374670953,.3076278269,.412868917,.5073160529,.5963662267,.7690695524,.8473257422,.9255819917,1.141461134,1.230511308,1.470676899,1.55163157,1.624490857,1.84306848,2.021168709,2.482610464,2.647218466,2.68229866,2.865796089,3.157233,3.389302969,3.68073988,3.939795017,4.050433159,4.217739582,3.853443384,4.007256985,4.269010544,4.290598869,4.271709442,4.390442848,4.333774567,4.193452835,4.320281982,4.368855,4.530764103,4.587432384,4.625211239,4.50108099,4.536161423,4.258216858,4.360759258,4.398538113,4.287899971,4.018051147,3.869634151,3.675343037,3.408192396,3.251680136,3.127549648,3.108660221,2.860399008,2.809127808,2.541977406,2.633725882,2.571660757,2.625630379,2.757856369,2.792936802,2.722776175,2.987228155,2.81722331,2.730871677,2.819921732,2.865796089,2.765951872,2.628329039,2.415148258,2.285620689,2.188475132,1.791797161,1.799892664,1.745922804,1.629887819,1.351943374,1.214320421,1.136064172,1.173843026,1.217018843,1.181938529,1.154953599,1.109079242,.9957426786,.8878031373,.8797076344,.9147880077,.8095468879,.7124012709,.5963662267,.5936677456,.4965220988,.5289039612,.5558888912,.5666828156,.5073160529,.4641402364,.4776326716,.510014534,.5504919291,.4560447633,.4344568551,.3777885735,.3481051624,.3076278269,.3049293458,.3184217811,.3427082002,.3211202621,.2860399187,.2671504915,.2455625683,.2428640723,.2266731411
Central African Republic,CAF,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cf/flat/64.png,4666377,4.666377068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0214299019,.0214299019,.0214299019,.0214299019,.0214299019,.0214299019,.0214299019,.0214299019,.0428598039,.0857196078,.064289704,.064289704,.064289704,.064289704,.0857196078,.0857196078,.0857196078,.0857196078,.064289704,.0214299019,.064289704,.064289704,.064289704,.064289704,.1928691119,.2785887122,.3000186086,.3000186086,.3000186086,.3857382238,.4928877354,.6428970098,.6643269658,.7071867585,.5571774244,.5786073208,.5571774244,.6000372171,.6000372171,.5143176317,.3643083274,.2357289195,.2142990083,.1714392155,.2571588159,.1500093043,.1500093043,.1071495041,.1285794079,.1285794079,.1285794079,.1071495041,.1071495041,.1071495041,.0214299019,.0214299019,.064289704,.064289704,.0428598039,.0428598039,.0857196078
