Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020
Germany,DEU,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/de/flat/64.png,82905782,82.90578461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0034462528,.0034462528,.0051693791,.0051693791,.0120618846,.0155081376,.0189543907,.0258468948,.0379087813,.0430781581,.0706481785,.1033875793,.1292344779,.1430194825,.1826514006,.229175806,.3067165017,.3842571676,.4738597572,.6013711095,.7564525008,.8994719386,1.064892054,1.230312228,1.4474262,1.607676864,1.742080808,1.811005831,2.007442236,2.138399839,2.462347507,2.584689617,2.570904493,2.226279259,2.477855682,2.384806871,2.20215559,2.507148743,2.489917517,2.731155396,2.968946695,2.694969654,2.874174833,2.996516705,2.541611433,2.624321461,2.426162004,2.44339323,2.395145655,2.178031683,2.207324982,2.04707408,1.805836439,1.681771278,1.611123204,1.533582449,1.493950605,1.170002818,1.392286062,1.325084209,1.333699822,1.269944072,1.211357832,1.151048422,1.283729196,1.009752035,.8477781415,.6668499112,.6702961326,.6771886349,.5893092155,.5910323262,.4876447618,.5496773124,.5703548193,.5565698147,.5531235337,.5272766948,.5014297962,.4893678725,.4600747526,.4755828679,.4635210037,.442843467,.4238890707,.3291171491,.2998239994,.2843158543,.2653614581,.2464070767,.2498533279,.2412376851,.2981008589,.2584689558,.2360683084,.2153908014,.2067751586,.1998826563,.192990154,.1447426081,.1705895066,.1774820089,.1792051345,.1757588834,.1619738787,.1585276276,.1619738787,.132680729,.1120032147,.1344038546,.1257882267,.1257882267,.132680729,.1309576035,.1154494658,.1137263402,.0775406882,.0896025673,.0947719514,.0792638138,.072371304,.0878794417,.0878794417,.0913257003,.0861563161,.0827100649,.0896025673,.0792638138,.0585862957,.0516937897,.0430781581,.036185652,.036185652,.0344625264,.036185652,.0379087813,.0396319069,.0551400445,.0568631701,.0551400445
Czech Republic,CZE,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/cz/flat/64.png,10629928,10.62992764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0134391449,.0134391449,.0403174348,.0806348696,.1209523082,.1209523082,.1478306055,.2015871853,.295661211,.3762960732,.4434917867,.470370084,.591322422,.6450789571,.6853964329,.7391529679,.7660312653,.8063487411,.9138618708,.8869835734,.9407401681,.9541793466,.8735444546,.9810575843,.9004227519,.7660312653,.7257138491,.6988355517,.6450789571,.6853964329,.5375658274,.5644441247,.5510049462,.5510049462,.4972483814,.4569309354,.3897352219,.3494177759,.255343765,.3494177759,.3494177759,.3628569245,.3762960732,.3897352219,.4031743705,.470370084,.4569309354,.4434917867,.4166135192,.4300526381,.4031743705,.3494177759,.3762960732,.3091003299,.295661211,.2687829137,.2419046164,.2015871853,.255343765,.1881480366,.1747088879,.2284654677,.2419046164,.2284654677,.2687829137,.2015871853,.1747088879,.1747088879,.0940740183,.0671957284,.0671957284,.0537565798,.0806348696,.1075131595,.0940740183,.1075131595,.1075131595,.0940740183,.0940740183,.0671957284,.0671957284,.0268782899,.0268782899,.0134391449,.0268782899,.0268782899,.0403174348,.0403174348,.0806348696,.0806348696,.1075131595,.0940740183,.0806348696,.1075131595,.1343914568,.1478306055,.1881480366,.1747088879,.1612697393,.1612697393,.1343914568,.0806348696,.1075131595,.0537565798,.0268782899,0,.0268782899,.0268782899,.0268782899,-.0134391449,-.0134391449,.0134391449,.0537565798,.0403174348,.0537565798,.0537565798,.0403174348,.0806348696,.0806348696,.0940740183,.0806348696,.0671957284,.1209523082,.1343914568,.1478306055,.1478306055,.1612697393
Cyprus,CYP,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/cy/flat/64.png,1189265,1.189265013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1201222092,.1201222092,.3603666425,.3603666425,.3603666425,.6006110311,.6006110311,.4804888368,.720733285,.6006110311,.720733285,.8408554792,.720733285,.720733285,.4804888368,.2402444184,.1201222092,0,0,-.1201222092,-.1201222092,.2402444184,.3603666425,.3603666425,.3603666425,.2402444184,.2402444184,.2402444184,.1201222092,0,0,.1201222092,.1201222092,.2402444184,.2402444184,.2402444184,.3603666425,.3603666425,.2402444184,.2402444184,.1201222092,.1201222092,.1201222092,0,0,0,0,0,0,.1201222092,.1201222092,.1201222092,.2402444184,.2402444184,.2402444184,.2402444184,.1201222092,.1201222092,.1201222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1201222092,.1201222092,.1201222092,.1201222092,.1201222092,.1201222092,.1201222092,0,0,0,0,0,.1201222092,.1201222092,.1201222092,.1201222092,.1201222092,.1201222092,.1201222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,Americas,Latin America and the Caribbean,Caribbean,1,.,.,Americas,https://www.countryflags.io/cu/flat/64.png,11338138,11.33813763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,0,.0125997011,.0125997011,.0251994021,.0251994021,.0377991013,.0629985034,.0629985034,.0503988042,.0503988042,.0377991013,.0629985034,.0629985034,.0629985034,.0755982026,.1133973077,.1133973077,.1259970069,.1259970069,.1511964053,.1259970069,.1511964053,.1511964053,.201595217,.201595217,.201595217,.1889955103,.2141949087,.201595217,.201595217,.2267946154,.239394322,.2519940138,.2519940138,.2519940138,.2267946154,.2267946154,.1889955103,.1889955103,.1637961119,.1637961119,.1385967135,.1385967135,.1511964053,.1259970069,.1007976085,.1259970069,.1007976085,.1133973077,.1259970069,.0755982026,.0629985034,.0629985034,.0251994021,.0251994021,.0125997011,0,.0125997011,.0251994021,.0251994021,.0377991013,.0377991013,.0377991013,.0377991013,.0251994021,.0125997011,.0251994021,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,0,0,0,0,0,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,0,0,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,0,0,0,0,0,0,0,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,.0125997011,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0285746232,.0285746232,.0571492463,.0571492463,.0571492463,.0571492463,.0571492463,.0285746232,.0285746232,0,0,0,0,0,0,0,0,0,0,0,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0285746232,.0571492463,.0857238695,.0857238695,.0571492463,.0571492463,.0571492463,.0571492463,.0285746232,0,0,0,0,0,0,0,0,0,0,0,0,0,.0285746232,.0285746232,.0285746232,.0571492463,.0571492463,.0857238695,.1142984927,.0857238695,.0857238695,.0857238695,.0571492463,.0571492463,.0285746232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0285746232,.0285746232,.0571492463,.0571492463,.0571492463,.0571492463,.0571492463,.0285746232,.0285746232,0,0,0,0,0,0,0,0,0,0,.0571492463,.0857238695,.0857238695,.1142984927,.1428731084,.171447739,.171447739,.1142984927,.1142984927,.2285969853,.2000223547,.2285969853,.2000223547,.2285969853,.2857462168,.3143208325,.3143208325,.4000447094,.4286193252,.4857685864,.6000670791,.7429401875,.9143879414,.9143879414,.8858132958,.8858132958,1.085835695,1.142984867,1.25728333,1.200134158
Cabo Verde,CPV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/cv/flat/64.png,543767,.5437669754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,0,0,0,0,0,0,0,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,0,0,0,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,0,0,.2627175748,.2627175748,.2627175748,.2627175748,.5254351497,.5254351497,.5254351497,.2627175748,.5254351497,.5254351497,.5254351497,.2627175748,.2627175748,.2627175748,.2627175748,.5254351497,1.050870299,1.050870299,1.050870299,1.839022994,1.839022994,1.839022994,1.313587904,1.050870299,1.313587904,1.313587904,.7881527543,.7881527543,.7881527543,1.050870299,.7881527543,.5254351497,.5254351497,.2627175748,.2627175748,.2627175748,0,.5254351497,.5254351497,.5254351497,.5254351497,.5254351497,.5254351497,.7881527543,.2627175748,.2627175748
Comoros,COM,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/km/flat/64.png,832322,.8323220015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1716368645,.1716368645,.1716368645,.1716368645,.1716368645,.1716368645,.1716368645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1716368645,.1716368645,.1716368645,.1716368645,.1716368645,.1716368645,.1716368645,0,0,0,0,0,0,0,0,0,0,0,0,0,.1716368645,.1716368645,.5149106383,.5149106383,.5149106383,.5149106383,.5149106383,.6865474582,.6865474582,.3432737291,.3432737291,.3432737291,.3432737291,.3432737291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00575472,.0086320797,.0086320797,.0115094399,.0172641594,.0172641594,.0172641594,.0230188798,.02589624,.0374056809,.0374056809,.0374056809,.0546698421,.0748113617,.0719339997,.0978302434,.0978302434,.1064623222,.1438679993,.1582548022,.1956604868,.2129246444,.1899057627,.2215567231,.2215567231,.215801999,.2100472748,.1899057627,.2014151961,.2215567231,.1985378414,.215801999,.2042925656,.2071699202,.1927831173,.1870284081,.1841510385,.2100472748,.2071699202,.2244340777,.2560850382,.2618397772,.2762265503,.3021228015,.3136322498,.3424058557,.3280190527,.3280190527,.3481605649,.3539152741,.3481605649,.3308964074,.3222643137,.3395284712,.3395284712,.3366511166,.3193869591,.3251416683,.3452832103,.3481605649,.3654247224,.3913209736,.4114624858,.4402360916,.4546228945,.4690096974,.4977832735,.4891512096,.4920285642,.5323116183,.6100003123,.6301418543,.6704248786,.6963211298,.7625004053,.8401890993,.9063684344,.9207552075,.9754250646,1.044481635,1.116415739,1.153821349,1.150943995,1.113538384,1.173962831,1.202736497,1.234387398,1.240142226,1.329340339,1.438680053,1.536510229,1.640095234,1.680378199,1.735048056,1.804104686,2.025661469,2.204057693,2.339293718,2.707595825,2.773775101,2.675944805,2.816935539,2.839954376,2.77952981,2.88599205,2.549340963,2.693208933,2.94929409,3.041369438,3.087407351,3.303209305,3.386652708,3.57655859,3.582313299,3.642737865,3.703162432,3.783728361,3.921841621,4.019671917,4.111747265,4.24122858,4.434011936,4.485804081,4.773540497,4.854106426,5.04401207,4.410993099
Congo (Brazzaville),COG,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cg/flat/64.png,5244363,5.244362831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0544802658,.0544802658,.0544802658,.1362006664,.1362006664,.1362006664,.1362006664,.0817203969,.0817203969,.0817203969,0,0,0,0,0,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,0,0,0,0,.0544802658,.0544802658,.0817203969,.0817203969,.0817203969,.0817203969,.1089605317,.0544802658,.0544802658,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.1362006664,.1362006664,.1362006664,.1362006664,.1089605317,.1089605317,.1089605317,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.0272401329,.1089605317,.0817203969,.0817203969,.0817203969,.1089605317,.1089605317,.1089605317,.0272401329,.0272401329,.0272401329,.0817203969,.0544802658,.0544802658,.1089605317,.1089605317,.1089605317,.1089605317,.0544802658,.0544802658,.1362006664,.0817203969,.0817203969,.0817203969,.0817203969,.0817203969,.0817203969,.2724013329,.2724013329,.2724013329,.2724013329,.2724013329,.2724013329,.2724013329,0,0,.1089605317,.1089605317,.190680936,.190680936,.190680936,.190680936,.190680936,.1634407938,.1634407938,.0817203969,.0817203969,.0817203969,.0817203969,.0817203969,0,.0272401329,.0544802658,.0544802658,.0544802658,.0817203969,.0817203969,.0817203969,.0544802658,.0544802658,.0544802658,.0544802658
Congo (Kinshasa),COD,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cd/flat/64.png,84068091,84.06809235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0016993028,.0016993028,.0016993028,.0033986056,.0033986056,.0050979084,.0050979084,.0084965136,.0084965136,.0118951192,.0101958169,.0118951192,.0169930272,.0169930272,.0203916337,.0203916337,.0169930272,.0169930272,.0152937248,.0084965136,.0118951192,.0033986056,.0033986056,.0033986056,.0033986056,.0050979084,.0067972112,.0050979084,.0084965136,.0084965136,.0084965136,.0084965136,.0067972112,.0050979084,.0033986056,.0050979084,.0050979084,.0050979084,.0084965136,.0084965136,.0101958169,.0118951192,.0084965136,.0084965136,.0101958169,.0067972112,.0084965136,.0084965136,.0118951192,.0101958169,.0135944225,.0118951192,.0169930272,.0254895408,.0237902384,.0186923314,.0373846628,.0339860544,.0339860544,.0288881473,.0186923314,.0186923314,.0220909361,.0033986056,.0033986056,.0101958169,.0118951192,.0118951192,.0135944225,.0101958169,.0101958169,.0152937248,.0084965136,.0067972112,.0118951192,.0152937248,.0203916337,.0220909361,.0220909361,.027188845,.0305874497,.0356853567,.0339860544,.0339860544,.0407832675,.0373846628,.0407832675,.0373846628,.032286752,.032286752,.0356853567,.032286752,.0390839651,.0390839651,.0390839651,.0458811745,.0424825698,.0458811745,.0475804769,.0458811745,.05437769,.059475597,.0560769923,.0577762946,.0509790815,.0492797792,.0424825698,.0254895408,.0203916337,.0118951192,.0220909361,.0169930272,.0118951192,.0118951192,.0135944225,.0135944225,.0169930272,.0067972112,.0067972112,.0067972112,.0084965136,.0067972112,.0101958169,.0084965136,.0135944225,.0135944225,.0186923314,.0169930272
Cameroon,CMR,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cm/flat/64.png,25216237,25.21623611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0056652841,.0056652841,.0113305682,.0113305682,.0339917056,.0339917056,.0339917056,.0283264201,.0339917056,.0339917056,.0396569893,.0169958528,.0169958528,.0169958528,.0226611365,.0169958528,.0226611365,.0169958528,.0169958528,.0169958528,.0283264201,.0396569893,.0679834113,.0566528402,.0566528402,.1699585319,.1699585319,.1642932445,.1472973824,.1189709678,.1189709678,.1756238043,.0793139786,.0906445459,.0849792659,.1019751132,.1019751132,.1019751132,.0623181239,.0453222729,.0339917056,.0339917056,.2662683427,.2662683427,.2662683427,.2492724955,.2832642198,.3455823362,.3455823362,.1586279571,.1756238043,.1812890917,.1812890917,.1472973824,.0849792659,.0849792659,.0566528402,.0963098332,.1076404005,.1076404005,.1416321099,.1416321099,.1982849389,.1642932445,.1076404005,.1019751132,.1812890917,.1472973824,.1926196665,.1416321099,.1416321099,.1586279571,.1586279571,.1189709678,.1189709678,.0736486912,.0679834113,.0679834113,.0509875566,.0396569893,0,0,.3625781834,.3625781834,.3625781834,.3625781834,.3965698779,.5042102933,.5155408382,.1812890917,.2096155137,.2096155137,.2096155137,.1756238043,.0679834113,.0566528402,.0283264201,0,0,0,0,0,0,0,.2606030703,.2606030703,.2606030703,.2606030703,.2606030703,.2606030703,.2606030703,0,0,.0793139786,.0793139786,.0793139786,.0793139786,.0793139786,.1303015351,.1303015351,.0509875566,.0679834113,.0679834113,.0679834113
Cote d'Ivoire,CIV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ci/flat/64.png,25069229,25.06922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0056985058,.0056985058,.0056985058,.0056985058,.0056985058,.0056985058,.0056985058,.0113970116,.0113970116,.0113970116,.0113970116,.0113970116,.0113970116,.0170955174,.0113970116,.0170955174,.0170955174,.0170955174,.0170955174,.0170955174,.0227940232,.0227940232,.0170955174,.0398895405,.0455880463,.0455880463,.0455880463,.0341910347,.0284925289,.0284925289,.0056985058,0,0,.0056985058,.0056985058,.0170955174,.0170955174,.0227940232,.0227940232,.0341910347,.0284925289,.0341910347,.0227940232,.0227940232,.0170955174,.0341910347,.0227940232,.0227940232,.0227940232,.0341910347,.0398895405,.0398895405,.0284925289,.0284925289,.0284925289,.0284925289,.0170955174,.0113970116,.0113970116,.0113970116,.0170955174,.0170955174,.0170955174,.0170955174,.0170955174,.0170955174,.0227940232,.0170955174,.0227940232,.0170955174,.0170955174,.0284925289,.0284925289,.0341910347,.0341910347,.0512865521,.0512865521,.0512865521,.0455880463,.0455880463,.0398895405,.0455880463,.0227940232,.0398895405,.0512865521,.0569850579,.0683820695,.0569850579,.06268356,.0854775831,.079779081,.0683820695,.0569850579,.0569850579,.0569850579,.0455880463,.0341910347,.0341910347,.0455880463,.0512865521,.0455880463,.0569850579,.06268356,.06268356,.0569850579,.0569850579,.0512865521,.06268356,.0512865521,.0455880463,.0341910347,.0512865521,.0455880463,.0455880463,.0341910347,.0341910347,.0341910347,.0398895405,.0170955174,.0227940232
China,CHN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/cn/flat/64.png,1392730000,1392.72998,.0118985223,.0156937409,.0191812385,.0222584419,.031284906,.0351826996,.0369264483,.0441065915,.047388941,.0517995991,.0560051128,.0557999648,.0602106266,.0636981204,.0568257011,.0754940733,.0823664963,.0880080312,.0883157551,.0873925909,.0913929567,.1024708971,.0891363397,.0735451728,.0800073072,.0696473867,.0749812052,.0679036379,.0616466552,.052107323,.0566205531,.0404139459,.0437988713,.0327209346,.0289257169,.0272845421,.0275922623,.0260536615,.0241047647,.0233867504,.0214378554,.0196941048,.018258078,.0161040351,.0139499912,.0124113895,.0105650667,.0096419062,.0093341852,.0082058776,.0078981565,.0074878633,.006769849,.0072827162,.0058466876,.0052312468,.0045132325,.0043080854,.004410659,.0041029388,.0030772041,.0034874978,.002872057,.0031797774,.0031797774,.0030772041,.0031797774,.0029746306,.0027694837,.0026669102,.0021540427,.0017437489,.0014360285,.0013334551,.0010257347,.0010257347,.0010257347,.0009231612,.0007180143,.1329352111,.1326274872,.1326274872,.1324223429,.1324223429,.1323197782,.1323197782,0,0,.0001025735,.0001025735,.0001025735,.0001025735,.0001025735,.0001025735,.0001025735,0,0,0,0,0,0,0,0,0,0,0,0,0,.0001025735,.0001025735,.0001025735,.0001025735,.0001025735,.0001025735,.0001025735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0001025735,.0001025735,.0001025735,.0002051469,.0002051469,.0003077204,.0003077204,.0002051469,.0002051469,.0002051469,.0001025735,.0001025735,0,0,0,0,0,0,0,0,0,0,0,0,.0001025735,.0003077204,.0003077204,.0004102939,.0005128674,.0005128674,.0005128674,.0006154408,.0004102939,.0005128674,.0005128674,.0006154408,.0006154408
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0076275254,.0152550507,.0152550507,.0228825752,.0305101015,.0381376259,.0457651503,.0457651503,.0457651503,.0762752518,.0991578251,.1067853495,.1296679229,.1601780355,.2059431821,.221198231,.2364532799,.2440808117,.2974734902,.327983588,.3508661687,.3508661687,.343238622,.3737487495,.3508661687,.3661212027,.3890037835,.4042588472,.4042588472,.434768945,.4195138812,.5034166574,.4805340767,.442396462,.4195138812,.4271413982,.4500239789,.4576515257,.4271413982,.4500239789,.4576515257,.5034166574,.5415542722,.549181819,.5186716914,.4957891405,.442396462,.4576515257,.434768945,.3966313004,.4042588472,.4576515257,.4957891405,.6330845952,.762752533,.8924204707,1.052598476,1.182266355,1.327189445,1.510249972,1.685683131,1.800095916,1.922136307,2.044176817,2.158589602,2.265374899,2.265374899,2.295885086,2.395042896,2.471318245,2.562848568,2.68488884,2.913714647,3.310345888,3.55442667,3.844272614,4.149373531,4.446847439,8.779281616,8.352140427,9.153030396,9.854763031,10.84634113,11.89893913,12.86000729,8.375022888,8.390277863,8.695378304,9.099637985,9.328463554,9.107265472,8.817419052,8.695378304,8.558083534,8.512318611,8.100431442,7.436837196,8.02415657,7.856350899,8.184334755,9.02336216,7.795331001,7.757193089,7.497857094,6.445258617,6.094392776,6.170668125,5.690134048,6.254570484,5.81217432,5.5680933,5.255364895,5.118069649,4.881616116,4.84347868,4.675673008,4.637535572,11.94470406,11.92944908,11.62434864,12.27268791,12.26506042,11.71587849,11.80740929,4.32480669,4.385827065,4.645163059
