Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0006731717,.0006731717,.0006731717,.0013463433,.0013463433,.0013463433,.0013463433,.0006731717,.0006731717,.0006731717,0,.0074048885,.0074048885,.0074048885,.002019515,.002019515,.0107707465,.0127902618,.0053853733,.0067317165,.0107707465,.0161561202,.0477951877,.0390439555,.0491415299,.07000985,.0693366826,.0686635077,.122517243,.1231904179,.2376295924,.25109303,.3009077311,.4045761824,.4247713089,.5499812365,.5627714992,.6388399005,.6590350866,.7223132253,.6987521648,.7202937007,.5654641986,.5890251994,.467854321,.4779518843,.5937374234,.6664399505,.696059525,.718947351,.7128887773,.7808791399,.8542548418,1.203630924,1.319416404,1.313357949,1.466167927,1.754285336,1.72870481,2.045768738,1.446645856,1.894978285,2.014129639,1.985183239
Oman,OMN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.029580215,.029580215,.029580215,.05916043,.05916043,.05916043,.05916043,.029580215,.029580215,.029580215,.2070614994,.2070614994,.2070614994,.2070614994,.2070614994,.2070614994,.2070614994,0,.0887406394,.0887406394,.0887406394,.0887406394,.2366417199,.2366417199,.2366417199,.1479010731,.3253823519,.3253823519,.3253823519,.1774812788,.3549625576,.5028636456,.5028636456,1.005727291,1.005727291,1.124048114,1.124048114,.9465668797,.9761470556,1.124048114,1.538171172,1.538171172,1.41985023,1.41985023,1.863553524,1.863553524,1.745232582,1.981874347,1.981874347,1.981874347,3.667946577,3.372144461,3.194663048,3.165082932,3.875008106,4.407452106,4.525772572,2.958021402,3.727107048,3.727107048,3.727107048,5.561080456,5.028636456,12.45326996,12.33494949,13.37025642,14.61262608,15.50003242,14.34640408,15.67751312,9.406508446,10.85593891
New Zealand,NZL,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.84100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3541180789,.6492165327,.7967656851,1.091864109,1.475492001,1.652551055,1.859120011,1.829610109,1.800100327,1.918139696,1.947649479,2.272257805,2.950984001,3.334612131,4.928143501,5.872458458,6.639714241,7.967657089,8.705403328,9.295599937,10.91864109,11.42030811,13.16138935,13.36795807,13.07285976,13.13187885,13.01383972,12.63021183,11.15472031,9.089031219,9.590698242,8.911972046,8.115206718,7.908637524,7.082361698,6.580694675,6.049517632,4.633045197,4.278926849,3.659220219,2.832944632,2.596866131,2.56735611,2.685395479,2.803434849,3.098533392,3.098533392,3.246082544
Nepal,NPL,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.08787155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0050860792,.0050860792,.0050860792,.0050860792,.0050860792,.0050860792,.0050860792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0050860792,.0050860792,.0050860792,.0152582377,.0152582377,.0152582377,.0305164754,.0406886339,.0457747132,.0508607924,.0610329509,.0610329509,.0610329509,.0457747132,.0305164754,.0254303962,.020344317,0,0,0,.0305164754,.0305164754,.0762911886,.0762911886,.0762911886
Norway,NOR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.311915874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0268937126,.0268937126,.0268937126,.0268937126,.0268937126,.0268937126,.0268937126,0,0,0,0,0,0,0,0,.1344685704,.1344685704,.1344685704,.1344685704,.1613622755,.1613622755,.2958308458,.1882559955,.1882559955,.6992365718,.6992365718,.6723428369,.6723428369,.5378742814,.5109805465,.5109805465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/nl/flat/64.png,17231624,17.2316246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0165808089,.0165808089,.0165808089,.0165808089,.0165808089,.0165808089,.0165808089,0,0,0,0,.0082904045,.0082904045,.0082904045,.0082904045,2.056020498,2.056020498,2.056020498,2.047729969,2.047729969,2.047729969,2.047729969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07260108,-2.07260108,-2.07260108,-2.07260108,-2.07260108,-2.07260108,-2.07260108,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/ni/flat/64.png,6465513,6.465513229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0883810073,.0883810073,.0883810073,.0883810073,.0883810073,.0883810073,.1325715035,.0441905037,.0441905037,.0662857518,.0662857518,.0662857518,.0662857518,.0220952518,.0220952518,.0220952518,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NGA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ng/flat/64.png,195874740,195.8747406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0007293291,.0007293291,.0007293291,.0007293291,.0014586581,.0014586581,.0014586581,.0007293291,.0007293291,.0014586581,.0014586581,.0007293291,.0043759746,.0043759746,.0051053036,.013127923,.0160452388,.0160452388,.0218798723,.0196918845,.026255846,.025526518,.0226092003,.0240678601,.0328198075,.037925113,.0408424288,.0401130989,.0612636432,.0736622363,.0736622363,.0700155944,.0619929694,.0707449168,.0649102852,.0503237061,.0328198075,.0357371233,.0408424288,.0503237061,.0488650464,.0488650464,.0802261978,.088978149,.1042940542,.0940834507,.1174219772,.1181513071,.164828375,.1655576974,.2056708038,.2392199337,.2873556614,.2756863832
Niger,NER,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ne/flat/64.png,22442948,22.44294739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0827495083,.1654990166,.1654990166,.1782297045,.2546138763,.2609792054,.2609792054,.3946515024,.3119019866,.4073821902,.3946515024,.3182673454,.4392089248,.4583049715,.2673445642,.2673445642,.2355178297,.6556307077,1.056647539,1.139397025,1.349453568,1.483125806,1.705912948,1.756835699,1.540413976,1.247607946,1.203050494,1.158493161,1.069378257,.9484366775,.8911485672,.8020337224,.8529564738,.7765722871,.7001881599,.6747267842
New Caledonia,NCL,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/nc/flat/64.png,284060,.2840600014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5029118657,.5029118657,.5029118657,.5029118657,.5029118657,.5029118657,.5029118657,0,0,0,0,0,0,0,0,6.537854195,6.537854195,7.040766239,7.040766239,8.046589851,8.046589851,8.046589851,1.508735538,1.508735538,1.005823731,1.005823731,0,0,0,0,0,0,0,0,.5029118657,.5029118657,.5029118657,.5029118657,.5029118657
Namibia,NAM,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/na/flat/64.png,2448255,2.448255062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1167011932,.1167011932,.1167011932,.1167011932,.1167011932,.1167011932,.1167011932,0,0,.0583505966,.0583505966,.0583505966,.0583505966,.0583505966,.0583505966,.0583505966,0,0,0,0,0,0,0,.0583505966,.0583505966,.1750517935,.1750517935,.1750517935,.1750517935,.1750517935,.1750517935,.1750517935,.0583505966,.1167011932,.1167011932,.1167011932,.1167011932,.0583505966,.0583505966,.0583505966,0,0,0,0,.0583505966,.0583505966,.1167011932,.1750517935
Malaysia,MYS,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/my/flat/64.png,31528585,31.52858543,0,0,0,0,0,0,0,0,0,.0045310357,.0045310357,.0045310357,.0045310357,.0135931065,.0135931065,.0135931065,.0090620713,.0271862131,.0271862131,.0271862131,.0453103557,.0543724261,.0543724261,.0543724261,.0362482853,.0362482853,.0498413928,.0226551779,.0135931065,.0135931065,.0135931065,.0135931065,.0135931065,0,.0181241427,.0181241427,.0181241427,.0181241427,.0226551779,.0271862131,.0271862131,.0090620713,.0181241427,.0181241427,.0181241427,.0543724261,.0815586373,.0815586373,.113275893,.154055208,.2220207453,.2763931751,.3579518199,.4395104647,.4395104647,.6071587801,.6298139691,.634344995,.7793381214,.9333933592,1.12822783,1.540552139,1.603986621,2.020841837,2.501131535,2.573628187,2.695966244,2.795649052,3.452649117,3.552331924,3.815131903,3.810600996,4.54462862,4.893518448,4.997732162,4.689621925,5.242408276,5.256001472,5.246939182,5.151787281,5.015856266,4.934297562,4.617125034,3.946532011,3.647483587,3.516083717,3.153600693,2.990483522,3.013138771,2.999545574,3.094697237,2.877207518,2.850021362,2.478476524,2.555504084,2.496600628,2.387855768,2.424103975,2.786587,2.741276503,2.963297367,2.732214451,2.772993803
Malawi,MWI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mw/flat/64.png,18143315,18.14331436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0236214511,.0236214511,.0236214511,.0236214511,.0236214511,.0236214511,.0236214511,.0078738173,.0078738173,.0078738173,.0078738173,.0157476347,.0314952694,.0314952694,.0393690877,.0393690877,.0393690877,.0393690877,.0314952694,.0157476347,.0551167205,.0393690877,.0393690877,.0393690877
Mauritius,MUS,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mu/flat/64.png,1265303,1.265303016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7903245091,.7903245091,.7903245091,.9032280445,2.145166636,2.596780539,2.596780539,2.370973587,3.951622725,3.951622725,4.854850769,5.193561077,6.548403263,9.596797943,17.16133308,18.74198151,20.54843712,21.67747307,22.12908745,20.8871479,19.98391914,12.98390293,10.27421856,8.806472778,6.774209976,5.080657482,4.967754364,3.04839468,2.145166636,1.806456089,1.580649018,1.806456089,1.580649018,1.129034996,.9032280445,.6774210334,.564517498
Mauritania,MRT,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/mr/flat/64.png,4403319,4.403318882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0648861229,.0648861229,.0648861229,.0648861229,.0648861229,.0648861229,.0648861229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1297722459,.1297722459,.1297722459,.1297722459,.1297722459,.1297722459,.1297722459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mz/flat/64.png,29495962,29.49596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048432779,.0048432779,.0048432779,.0048432779,.0048432779,.0048432779,.0096865557,.0048432779,.0048432779,.0048432779,.0048432779,.0048432779,.0048432779,0,.0096865557,.0290596671,.0290596671,.0290596671,.0290596671,.0339029469,.0484327786,.0387462229,.0193731114,.0193731114,.0193731114,.0193731114,.0145298336,0,.0290596671,.0339029469,.0339029469,.0339029469,.0435895026,.0581193343,.072649166,.0774924457,.072649166
Mongolia,MNG,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mn/flat/64.png,3170208,3.170207977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0901247784,.0901247784,.0901247784,.0901247784,.0901247784,.0901247784,.0901247784,0,.0901247784,.0901247784,.0901247784,.0901247784,.0901247784,.0901247784,.0901247784,.0450623892,.0450623892,.0450623892,.0450623892,.0450623892,.1351871639,.1351871639,.1351871639,.1351871639,.1802495569,.1802495569,.1802495569,.0901247784,.1351871639,.0901247784,.0901247784,.0450623892,.0450623892,.0450623892,.0450623892,.0901247784,.1351871639,.1351871639,.1351871639,.1351871639,.1802495569,.1802495569
Montenegro,MNE,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/me/flat/64.png,622227,.6222270131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2295900732,.2295900732,.2295900732,.2295900732,.9183602929,.9183602929,.9183602929,.6887702346,.9183602929,.9183602929,.9183602929,9.642783165,11.70909309,11.70909309,11.70909309,11.47950363,11.47950363,19.05597496,12.6274538,14.00499439,15.61212444,15.61212444,22.49982643,22.49982643,23.18859673,22.49982643,19.97433662,20.89269638,25.25490761,21.12228584,22.04064751,14.69376469,12.39786339,13.3162241,11.70909309,7.806062222,6.658112049,9.413192749
Myanmar,MMR,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mm/flat/64.png,53708395,53.7083931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0053197327,.0053197327,.0053197327,.0053197327,.0053197327,.0053197327,.0053197327,0,.0079795988,.0079795988,.0132993311,.0132993311,.0132993311,.0132993311,.0186190642,.0106394654,.0132993311,.0079795988,.0239387956,.0239387956,.0531973243,.0478775911,.0585170574,.0718163922,.087775588,.087775588,.087775588,.0611769259,.0930953175,.0957551822,.0824558511,.0771361217
Malta,MLT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/mt/flat/64.png,484630,.4846299887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2947756946,.2947756946,.2947756946,.5895513892,.5895513892,.5895513892,.5895513892,.2947756946,.2947756946,.2947756946,0,0,0,0,0,0,0,0,0,0,0,0,0,.8843271136,.8843271136,.8843271136,4.126859665,4.126859665,4.126859665,4.126859665,11.49625206,11.49625206,11.49625206,8.25371933,19.45519638,22.10817719,24.46638298,21.81340218,24.17160797,31.24622345,35.66785812,35.96263504,38.91039276,44.21635437,48.34321594,47.16411209,45.1006813,51.29096985,43.33202744,47.16411209,38.32083893,32.4253273,33.30965424,29.47756958,20.04474831,18.27609253,10.61192513,14.14923382,12.08580399
Mali,MLI,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ml/flat/64.png,19077690,19.07769012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0074881781,.0074881781,.0673936009,.0898581371,.1198108494,.1647399217,.1647399217,.1572517455,.1572517455,.1272990257,.1647399217,.1347872019,.0898581371,.0898581371,.1422753781,.1497635692,.2246453464,.1722280979,.2920389473,.3219916523,.3968734443,.3744089007,.5241724849,.4268261492,.4867315888,.4193379879,.4343143404,.8162114024,.8611404896,.7563059926,.8236995935,.7937468886,.9884395003,1.018392205,.6664478779,.6889123917,1.033368587
North Macedonia,MKD,Europe,Southern Europe,,.,.,.,,,2082958,2.082957983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0685837865,.0685837865,.0685837865,.0685837865,.0685837865,.0685837865,.0685837865,0,0,0,0,0,0,.137167573,.137167573,.137167573,.137167573,.7544216514,.7544216514,1.097340584,.9601730108,1.165924311,1.165924311,1.37167573,1.234508157,1.234508157,1.234508157,1.37167573,1.440259457,1.440259457,1.234508157,.9601730108,3.840692043,4.32077837,5.761037827,6.721210957,8.435805321,9.464562416,10.69907093,9.464562416,11.93357849,12.34508133,13.57958984,14.40259457,22.01539421,24.21007538,25.03308105,24.34724426,29.9711132,32.23437881,32.78305054,30.51978493,30.10828209,29.07952499,29.49102783,23.38707161,20.02646446,17.83178329,13.09950256
Mexico,MEX,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/mx/flat/64.png,126190788,126.1907883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0011320726,.0011320726,.0011320726,.0011320726,.0011320726,.0011320726,.0011320726,.0033962179,.0033962179,.0033962179,.0033962179,.0033962179,.0033962179,.0033962179,0,0,0,0,0,0,0,0,0,0,0,0,0,.0350942537,.0350942537,.0350942537,.0350942537,.7120736837,.7120736837,.7120736837,.6769794822,.6769794822,.6769794822,.6769794822,0,0,1.289430737,1.369807959,1.506788731,1.689052463,1.689052463,1.689052463,1.689052463,.9679221511,.8875449896,.750564158,.5683004856,.5683004856,.5683004856,5.687532902,6.483380318,7.312057495,9.95771122,9.95771122,9.95771122,11.03770828,5.918476105,5.765645981,4.936968803,6.098475456,7.197718143,7.197718143,8.985260963,10.6946907,9.483372688
Maldives,MDV,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/mv/flat/64.png,515696,.5156959891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385090709,2.216145039,2.216145039,2.493163347,2.493163347,3.601235867,3.601235867,2.216145039,1.385090709,1.385090709,1.108072519,1.108072519,0,0,0,0,0,0,0,.2770181298,.2770181298,.8310543895,.8310543895,.8310543895,.8310543895,.8310543895,.5540362597,.5540362597,0,0,0,0,.2770181298,.2770181298,.2770181298,.2770181298,.2770181298,.2770181298,.2770181298,.2770181298,.2770181298,.2770181298,.8310543895,.8310543895,.8310543895,.8310543895,3.047199488,3.047199488
Madagascar,MDG,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mg/flat/64.png,26262368,26.26236725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0108792279,.0108792279,.0380772986,.0598357543,.0598357543,.0598357543,.0598357543,.0979130566,.1033526659,.0870338231,.0979130566,.1196715087,.1196715087,.1305507421,.1033526659,.1087922826,.1142318994,.125111118,.1359903514,.1523091942,.1468695849,.1740676463,.1849468797,.2067053318,.2067053318,.1849468797,.1795072705,.190386489,.1468695849,.1305507421,.1033526659,.0598357543,.0489565283,.0380772986,.0217584558,.0163188428
Moldova,MDA,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/md/flat/64.png,2706049,2.706048965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.0527917817,.7390848994,.8446685076,1.108627439,1.108627439,1.267002702,1.425378084,1.478169799,1.161419153,1.161419153,.8974602818,1.425378084,1.583753467,2.428421974,3.37867403,3.695424557,4.962427139,6.915723324,9.766479492,11.61419201,16.68220329,19.16341591,18.47712326,19.58575058,20.53600311,22.48929787,25.28726196,22.91163254,23.12279892,24.70655251,24.8121376,29.24664688,27.50451851,27.29335022,26.87101555,25.70959663,26.29030609,30.03852272,28.71872902,29.82735634,29.24664688,31.19994164,30.4080658
Morocco,MAR,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ma/flat/64.png,36029138,36.02913666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0039650449,.0039650449,.0039650449,.0039650449,.0039650449,.0039650449,.0039650449,0,.0079300897,.0079300897,.0079300897,.0198252238,.0237902682,.0277553145,.0396504477,.0317203589,.0396504477,.0475805365,.0713708103,.0872309878,.0911960304,.1823920608,.2180774659,.249797821,.261692971,.2735880911,.2696230412,.3092735112,.257727921,.3172035813,.4004695415,.483735472,.4916655719,.523385942,.5551062822,.6304421425,.6661275625,.5947567225,.5828616023,.6978479028,.745428443,.8207643032,.8128342032,.8842049837,1.054701924,1.367940426,1.526542306,2.026137829,2.093543768,2.36713171,2.850867271,3.350462914,3.798512936,4.202947617,4.317934036,4.738228798,4.920620441,4.777879238,4.424990177
Latvia,LVA,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lv/flat/64.png,1927174,1.927173972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0741277859,.0741277859,.0741277859,.0741277859,.0741277859,.0741277859,.0741277859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.223833561,0,0,0,1.11191678,1.11191678,1.11191678,-1.11191678,1.11191678,1.11191678,1.11191678,0,0,2.075577974,3.039239407,5.337200642,5.337200642,5.337200642,5.337200642,8.672950745,6.597373009,5.633711815,13.26887417,13.26887417,13.26887417,13.26887417,9.933123589,15.93747425,15.93747425,6.004350662,6.004350662,6.004350662,6.004350662,6.004350662,8.598823547,8.598823547,8.598823547,8.598823547,8.598823547
Luxembourg,LUX,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/lu/flat/64.png,607950,.6079499722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409890413,1.409890413,1.409890413,1.409890413,1.409890413,9.399270058,9.399270058,7.989379406,7.989379406,17.38864899,17.38864899,17.38864899,108.0915985,108.0915985,108.0915985,108.0915985,98.69232941,98.69232941,98.69232941,0,0,0,0,0,6.109525204,12.21905041,18.56355667,23.7331562,29.84268188,32.19249725,39.9468956,43.47162247,41.35678482,570.5356445,584.3995972,582.0497437,584.1646118,576.4102173,569.3607788,583.9296265,48.40623856,54.04579926,64.61997986,66.26485443,67.90972137,74.72419739,68.6146698,73.54928589,54.51576233,48.64122009
Lithuania,LTU,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lt/flat/64.png,2801543,2.801542997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0509923063,.0509923063,.0509923063,.0509923063,.0509923063,.0509923063,.0509923063,0,0,0,0,0,0,0,0,.3059538603,.3059538603,.3059538603,.3059538603,.3059538603,.3059538603,.3059538603,.0509923063,.0509923063,.0509923063,.0509923063,2.396638393,2.396638393,4.589307785,4.742284775,4.742284775,6.629000187,8.668692589,7.954800129,8.872661591,7.393884659,7.18991518,10.04548454,11.16731548,11.26930046,11.2183075,11.83021545,11.47326946,11.83021545,12.13616943,10.50441551,9.688538551,8.362738609,8.770676613,8.566707611,8.362738609,7.240907669,7.90380764,7.648846149,8.719684601,9.994492531,9.841515541
