Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020
Nicaragua,NIC,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/ni/flat/64.png,6465513,6.465513229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2062223554,.2062223554,.2062223554,0,0,0,.1031111777,.1031111777,.1031111777,.0515555888,.0515555888,.0515555888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.898673058,9.898673058,9.898673058,0,0,0,0,8.816005707,8.816005707,8.816005707,0,0,0,0,0,0,0,0
Nigeria,NGA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ng/flat/64.png,195874740,195.8747406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0017017678,.0017017678,.0017017678,0,.0017017678,.0017017678,.0017017678,0,0,.0017017678,.0017017678,.0017017678,.0085088387,.0085088387,.0102106072,.0204212144,.0289300531,.0272282846,.022122981,.0170176774,.0323335901,.0187194459,.0272282846,.0238247495,.0442459621,.0578601062,.0561583377,.0493512675,.0731760189,.1038078368,.102106072,.0646671802,.0306318216,.0493512675,.0374388918,.0459477305,.0153159108,.0340353549,.0425441973,.0714742467,.0799830854,.0561583377,.1157202125,.1089131385,.1633697152,.0748777837,.1378431916,.1123166755,.2212298214,.2280368954,.3131252825,.3369500339,.3590730131,.3012129068,.37949422,.3641783297,.4969162047,.4730914533,.6143381596,.6841106415,.704531908,.5513727665,.4458631873,.4186348915,.4475649297,.4645826221,.568390429,.6058293581,.5173374414,.3590730131,.4050207436,.47819677,.5309515595,.6041275859,.7062336802,.7232513428,.6534788609,.5479692221,.7028301358,.7530322671
Niger,NER,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ne/flat/64.png,22442948,22.44294739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1930821836,.3861643672,.3861643672,.2227871418,.2079346627,.2227871418,.1930821836,.5198366642,.5049842,.7277713418,.2227871418,.2227871418,.2970495224,.3416069448,.4010168612,.1039673313,.2079346627,1.128788114,2.064494133,2.406100988,1.960526824,1.396132708,1.425837636,1.158493161,1.26246047,.9951158762,1.113935709,1.069378257,.980263412,.8317386508,.5346891284,.6386564374,.7723287344,.846591115,.8317386508,.5643940568,.5495415926,.4604267478,.5049842,.5940990448,.5346891284,.4604267478,.3119019866,.4455742836,.6683614254,.5940990448,.5792465806,.4455742836,.5495415926,.4455742836,.3267544806,.3119019866,.1930821836,.2524921,.2524921,.3267544806,.5346891284,.4604267478,.4455742836,.2673445642,.237639606,.2673445642
New Caledonia,NCL,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/nc/flat/64.png,284060,.2840600014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17346096,1.17346096,1.17346096,0,0,0,0,0,0,0,0,0,0,0,0,15.25499344,15.25499344,16.42845345,1.17346096,3.52038312,2.346921921,2.346921921,0,0,0,0,0,0,0,0,0,0,0,0,1.17346096,1.17346096,1.17346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/na/flat/64.png,2448255,2.448255062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2723027766,.2723027766,.2723027766,0,0,0,0,0,0,.1361513883,.1361513883,.1361513883,0,0,0,0,0,0,0,0,0,0,0,.1361513883,.1361513883,.4084541798,.2723027766,.2723027766,0,0,.1361513883,.1361513883,.1361513883,.1361513883,.1361513883,.1361513883,0,0,0,0,0,0,0,0,.1361513883,.1361513883,.2723027766,.2723027766,.2723027766,.1361513883,0,.1361513883,.2723027766,.2723027766,.1361513883,0,0,.1361513883,.1361513883,.1361513883,0,0,0,0,0,0,0,0,0,.2723027766,.2723027766,.2723027766,0,0
Malaysia,MYS,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/my/flat/64.png,31528585,31.52858543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0105724167,.0105724167,.0105724167,0,.0211448334,.0211448334,.0211448334,0,.0422896668,.0422896668,.0422896668,.0634344965,.0845793337,.0845793337,.0211448334,0,0,.0317172483,.0317172483,.0317172483,0,0,0,0,0,.0422896668,.0422896668,.0422896668,0,.0105724167,.0211448334,.0211448334,.0105724167,.0211448334,.0211448334,.0211448334,.0951517448,.1691586673,.1691586673,.1480138302,.1903034896,.3488897383,.4017518163,.5709105134,.6766346693,.5497656465,.7294967175,.634344995,.8035036325,.8035036325,1.279262424,1.82902801,2.325931549,2.294214249,2.717111111,3.044855833,3.0660007,2.854552507,2.516235113,4.376980305,4.292400837,5.095904827,3.880076885,5.381360054,5.370787621,5.286208153,4.715297699,5.106477261,5.698532581,5.180483818,5.169911385,4.8104496,4.556711674,3.467752457,2.611386776,2.695966244,2.611386776,3.319738865,3.277449131,3.383173227,3.108290434,2.854552507,2.378793716,2.262497187,1.881890059,2.526807547,2.558524847,2.896842003,2.547952414,3.055428267,3.087145567,3.140007734,2.399938583,2.632531643,2.632531643,3.108290434,2.706538677,2.516235113,2.283642054,2.442228079,2.325931549,1.860745311,1.41670382,1.427276254,1.913607359,2.251924753,2.177917719,1.575290084,1.26868999,1.363841772,1.458993435,2.008759022,2.051048756,2.611386776,1.945324659,1.786738396,1.480138302,1.881890059,1.638724566,1.411417603
Malawi,MWI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mw/flat/64.png,18143315,18.14331436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0551167205,.0551167205,.0551167205,0,0,0,0,.0183722395,.0183722395,.0183722395,0,.0183722395,.0551167205,.0551167205,.0734889582,.0367444791,.0367444791,0,0,0,.0918612033,.0918612033,.0918612033,0,.1837224066,.1837224066,.1837224066,0,0,0,.0551167205,.0551167205,.0551167205,0,0,.0183722395,.0183722395,.110233441,.0918612033,.1653501689,.0734889582,.0734889582,.0918612033,.0918612033,.0918612033,0,0,.1653501689,.1653501689,.2480252385
Mauritius,MUS,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mu/flat/64.png,1265303,1.265303016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.844090581,1.844090581,1.844090581,.263441503,3.161298037,4.215064049,3.951622725,2.370973587,5.005388737,5.005388737,6.05915451,6.05915451,10.27421856,15.01616573,30.29577255,33.45707321,30.55921555,16.59681511,13.96239948,11.06454372,11.06454372,8.957011223,8.693570137,4.478505611,2.107532024,1.844090581,2.107532024,2.370973587,2.107532024,1.317207575,1.053766012,1.317207575,1.317207575,1.053766012,.263441503,0,0,.5268830061,.5268830061,.5268830061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/mr/flat/64.png,4403319,4.403318882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1514009535,.1514009535,.1514009535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3028019071,.3028019071,.3028019071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0757004768,.0757004768,.0757004768,0,0,0,0,0,0,0,.6056038141,.6056038141,.6056038141,0,0,.4542028606,.4542028606,.9084057212,.4542028606,2.573816061,2.271014214,2.876618147,1.135507107
Mozambique,MOZ,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mz/flat/64.png,29495962,29.49596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.011300982,.011300982,.011300982,0,0,0,.011300982,.011300982,.011300982,0,0,0,0,0,.022601964,.0678058937,.0678058937,.0452039279,0,.011300982,.0452039279,.0452039279,.0339029469,0,0,0,0,0,.0678058937,.0791068748,.0791068748,.011300982,.022601964,.0565049089,.0904078558,.1469127685,.1130098179,.0791068748,0,0,.011300982,.0904078558,.1017088369,.1017088369,.022601964,.011300982,.0452039279,.0452039279,.0452039279,0,.0339029469,.2599225938,.2599225938,.2260196358,.1243107989,.1469127685,.2147186548,.1017088369,.1469127685,.0904078558,.2034176737,.1921166927,.2712235749
Mongolia,MNG,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mn/flat/64.png,3170208,3.170207977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2102911472,.2102911472,.2102911472,0,0,0,0,0,.2102911472,.2102911472,.2102911472,0,0,0,0,.1051455736,.1051455736,.1051455736,0,0,.2102911472,.2102911472,.3154367208,.1051455736,.2102911472,.1051455736,.1051455736,0,.1051455736,.1051455736,.1051455736,0,0,0,0,.2102911472,.3154367208,.3154367208,.1051455736,0,.1051455736,.1051455736,.1051455736,.1051455736,.1051455736,.1051455736,.5257278681,.5257278681,.6308734417,.4205822945,.6308734417,.5257278681,.2102911472,.2102911472,.4205822945,.6308734417,.5257278681,.7360190153,1.15660131,1.051455736,.6308734417,.1051455736,.1051455736,.1051455736,0,0,2.208056927,3.312085629
Montenegro,MNE,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/me/flat/64.png,622227,.6222270131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.535710156,.535710156,.535710156,0,1.607130527,1.607130527,1.607130527,0,.535710156,.535710156,.535710156,21.96411705,26.7855072,26.7855072,4.821391582,0,0,17.67843437,24.64266777,32.67831802,18.74985504,11.78562355,19.82127571,16.07130432,35.35686874,24.64266777,26.7855072,13.3927536,18.21414566,22.49982643,18.74985504,10.71420288,4.285681248,6.42852211,6.42852211,7.499942303,6.964231968,13.3927536,14.46417427,12.85704422,9.10707283,8.035652161,6.964231968,2.142840624,1.071420312,0,.535710156,.535710156,1.607130527,1.071420312,1.071420312,.535710156,.535710156,.535710156,0,0,0,0,0,0,0,0,0,0
Myanmar,MMR,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mm/flat/64.png,53708395,53.7083931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0124127092,.0124127092,.0124127092,0,0,0,0,0,.0186190642,.0186190642,.0310317725,.0124127092,.0124127092,0,.0124127092,.0124127092,.0186190642,.0062063546,.0434444807,.0372381285,.1055080295,.068269901,.0930953175,.062063545,.0993016735,.1117143854,.074476257,.0434444807,.080682613,.1117143854,.1117143854,.062063545,.0434444807,.0496508367,.0434444807,.062063545,.080682613,.1055080295,.080682613,.074476257,.0496508367,.068269901,.0434444807,.074476257,.074476257,.0868889615,.0434444807,.0248254184,.0248254184,.0186190642,.0372381285,.0248254184,.074476257,.0496508367,.080682613,.0434444807,.062063545,.0465476587
Malta,MLT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/mt/flat/64.png,484630,.4846299887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6878099442,.6878099442,.6878099442,.6878099442,.6878099442,.6878099442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.063429832,2.063429832,2.063429832,7.565909386,7.565909386,7.565909386,0,19.25867844,19.25867844,19.25867844,0,26.13677788,32.32706833,37.82954788,24.76115799,24.073349,35.07830811,32.32706833,53.64917755,50.21012878,57.77603531,53.64917755,43.33202744,37.14173889,39.20516586,44.70764923,55.02479553,27.51239777,28.20020866,11.00495911,16.50743866,10.31714916,9.629339218,11.00495911,13.75619888,13.75619888,10.31714916,4.814669609,2.063429832,6.190289497,16.50743866,9.629339218,7.565909386,-1.375619888,6.878099442,7.565909386,8.25371933,6.190289497,5.502479553,5.502479553,11.00495911,8.25371933,10.31714916,11.00495911,19.94648933,23.3855381,22.69772911,15.81962872,19.94648933,19.25867844,26.82458878,22.69772911
Mali,MLI,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ml/flat/64.png,19077690,19.07769012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0174724162,.0174724162,.1572517455,.1921965778,.2620862424,.2271414101,.1747241616,.104834497,0,.0698896646,.2096689939,.2096689939,.1397793293,0,.1223069131,.1397793293,.3843931556,.2795586586,.5416448712,.3669207394,.5241724849,.3145034909,.6115345359,.4542828202,.5416448712,.2970310748,.3843931556,1.292958736,1.345376015,1.362848401,.4717552364,.3843931556,.8386759758,.8386759758,.9959276915,.6464793682,1.397793293,1.607462287,1.747241616,1.065817356,1.030872583,.9959276915,1.170651913,1.013400078,.9959276915,.8736208081,.8561483622,.8037311435,.5416448712,.5416448712,.6814242005,.7687863111,.7513138652,.6115345359,.8386759758,.9085656404,1.118234634,1.118234634,1.310431123,1.27548635,1.258013964,1.083289742,.9697190523
North Macedonia,MKD,Europe,Southern Europe,,.,.,.,,,2082958,2.082957983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1600288302,.1600288302,.1600288302,0,0,0,0,0,0,0,0,0,0,.3200576603,.3200576603,.3200576603,0,1.440259457,1.440259457,2.240403652,.800144136,1.280230641,.4800865054,.9601730108,1.600288272,1.600288272,1.920346022,1.120201826,1.760317206,.9601730108,.6401153207,.4800865054,7.201297283,9.121643066,12.32221985,8.481528282,10.561903,9.281672478,9.761758804,9.601730347,14.88268185,16.16291237,18.08325768,16.32294083,31.84573746,34.56622696,34.40620041,20.3236618,29.60533333,34.88628387,36.0064888,33.12596893,29.60533333,25.76464272,17.92322922,13.92250824,13.76247978,8.801586151,9.121643066,16.16291237,14.88268185,14.88268185,5.601008892,7.361326218,6.081095695,9.281672478,8.001441956,13.44242191,11.84213352,12.32221985,5.761037827,7.041268826,7.041268826,8.321498871,6.721210957,7.681384087,7.521355152,10.08181667,10.40187454,10.561903,8.481528282,9.601730347,8.481528282,8.321498871,6.24112463
Mexico,MEX,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/mx/flat/64.png,126190788,126.1907883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002641503,.002641503,.002641503,0,0,0,0,.0079245083,.0079245083,.0079245083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0818865895,.0818865895,.0818865895,0,1.579618692,1.579618692,1.579618692,0,0,0,0,0,0,3.008671761,3.196218491,3.515840292,.9324505329,.7449038029,.4252819717,0,1.326034427,1.326034427,1.326034427,0,0,0,11.94487572,15.12788677,17.06146812,11.28978348,8.106772423,6.173192501,2.519993782,2.519993782,5.346401691,2.826408148,11.7097826,11.44827366,11.44827366,9.255825996,10.67959595,10.67959595,7.35922718,10.8592186,13.64600372,14.19807816,11.92902756,12.8324213,12.82185555,13.04109955,14.46751118,13.44524956,12.5841198,12.85355282,15.86222458,18.03354073,19.17995262,19.2407074,18.10750198,17.40486336,19.26976395,19.58146095,20.4214592,21.03164673,22.4580574,23.53050804,20.58523178,19.84693146
Maldives,MDV,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/mv/flat/64.png,515696,.5156959891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.231878281,5.171005249,5.171005249,2.585502625,.6463756561,3.231878281,2.585502625,2.585502625,0,0,0,0,0,0,0,0,0,0,0,.6463756561,.6463756561,1.939126968,1.292751312,1.292751312,0,0,0,0,0,0,0,0,.6463756561,.6463756561,.6463756561,0,0,0,0,.6463756561,.6463756561,.6463756561,1.292751312,1.292751312,1.292751312,0,5.817380905,5.817380905,5.817380905,0,7.110132217,10.3420105,12.92751312,11.63476181,8.40288353,5.817380905,21.33039665,21.33039665,21.33039665,11.63476181,23.91589928,34.25790787,29.73328018,44.59991837,34.25790787,27.14777756,0,135.092514,165.472168,188.0953217,130.5678864,123.4577484,103.420105,38.78253937
Madagascar,MDG,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mg/flat/64.png,26262368,26.26236725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0253848657,.0253848657,.0888470337,.1142318994,.1142318994,.0507697314,0,.1142318994,.126924336,.1523091942,.1142318994,.1523091942,.126924336,.0761545971,.0761545971,.1015394628,.1142318994,.1650016308,.2157713622,.2157713622,.126924336,.1650016308,.1776940674,.2538486719,.2411562204,.2157713622,.1523091942,.0888470337,.0761545971,.063462168,.0507697314,.0380772986,.0253848657,0,0,0,0,0,.0761545971,.0888470337,.1396167576,.0888470337,.0761545971,.0888470337,.063462168,.2157713622,.1523091942,.2030789256,.0888470337,.1396167576,.1523091942,.1142318994,.1142318994,.0888470337,.2157713622,.1776940674,.1776940674,.126924336,.2538486719,.3426956832,.3300032616,.285579741
Moldova,MDA,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/md/flat/64.png,2706049,2.706048965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1231808215,.1231808215,.1231808215,0,0,0,0,.1231808215,.1231808215,.1231808215,0,0,0,1.601350665,1.970893145,2.586797237,.9854465723,.9854465723,.7390848994,.8622657657,1.354989052,1.354989052,1.231808186,1.601350665,1.970893145,4.311328888,5.419956207,6.282221794,7.267668247,9.484923363,15.76714516,17.49167633,27.09978104,27.34614182,22.29572868,14.04261398,12.68762493,25.12888718,30.79520607,32.64291763,28.82431221,20.94073868,18.47712326,26.97660065,31.6574707,36.58470535,27.09978104,24.63616371,18.60030365,25.86797333,33.99790573,39.91058731,34.73699188,32.88927841,25.99115372,18.96984673,17.73803902,26.85341835,30.54884338,19.58575058,20.6943779,14.28897572,24.26662254,20.20165443,75.01712036,65.03947449,106.0586853,61.46722794,93.61742401,53.33729553,53.21411514,21.06392097,39.54104233,48.53324509,70.33625031,56.41681671,42.37420273,34.86017227,34.73699188,47.67097855,50.07300186
Morocco,MAR,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ma/flat/64.png,36029138,36.02913666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0092517715,.0092517715,.0092517715,0,0,0,0,0,.018503543,.018503543,.018503543,.0277553145,.037007086,.0462588556,.0462588556,.037007086,.0462588556,.037007086,.1202730238,.1480283439,.1480283439,.3053084612,.3423155248,.4163297117,.2220425159,.249797821,.1942871958,.2590495944,.2683013678,.4533368051,.6291204691,.7493934631,.6568757892,.4810920954,.425581485,.5921133757,.7864005566,.7216381431,.6383722425,.7308899164,.8326594234,.9806877375,.8604147434,1.110212564,1.267492652,1.933620214,2.229676962,3.0993433,2.673761845,2.821790218,3.034580946,4.200304031,5.273509502,5.384531021,5.356775761,4.866431713,4.496360779,4.107786655,3.469414234,4.50561285,4.903438568,5.338272095,4.616633892,3.783974409,3.2936306,3.238120079,3.312134027,3.830233335,4.052275658,4.829424858,4.403842926,4.995956421,3.913499355,3.672953129,2.248180389,2.544237137,3.894995689,3.608190775,3.913499355,2.44246769,5.754601955,9.335037231,13.01724243,12.04580593,10.89396095
Latvia,LVA,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lv/flat/64.png,1927174,1.927173972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1729648411,.1729648411,.1729648411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.188945293,0,0,-5.188945293,2.594472647,2.594472647,2.594472647,0,0,0,0,0,0,4.843015671,7.091558456,12.45346832,7.610452652,5.361909866,0,7.783417702,7.783417702,7.783417702,23.17728806,23.17728806,23.17728806,0,0,14.01015186,14.01015186,14.01015186,0,0,0,0,20.06392097,20.06392097,20.06392097,0,0,0,28.19326782,28.19326782,28.19326782,6.053769112,6.053769112,6.053769112,0,5.534874916,5.534874916,5.534874916,3.113367081,3.113367081,3.113367081,0,5.015980244,5.015980244,5.015980244,.6918593645,.6918593645,.6918593645,0,2.594472647,2.594472647,2.594472647,0
Luxembourg,LUX,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/lu/flat/64.png,607950,.6079499722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289744377,3.289744377,3.289744377,0,0,18.64188385,18.64188385,18.64188385,0,21.93162918,21.93162918,21.93162918,230.2821045,230.2821045,230.2821045,0,0,0,0,0,0,0,0,0,14.25555897,28.51111794,43.31496811,41.12180328,41.12180328,31.80086136,37.83206177,46.05641937,49.89445496,1281.355469,1303.287109,1302.73877,63.60172272,19.19017601,16.44872093,49.3461647,49.3461647,100.8854904,91.01625824,105.2718201,51.53932953,40.02522278,54.82907104,62.50514221,53.73249054,44.41154861,41.67009354,32.89744186,23.57650185,34.54231644,39.47693253,38.38035202,20.28675652,18.0935936,10.41752338,14.25555897,14.25555897,16.44872093,16.44872093,14.25555897,18.0935936,13.70726776,13.15897751,12.06239605,17.54530334,13.15897751,16.44872093,16.44872093,18.0935936,15.35214043,15.90043068,21.38333893
