Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,0,0,0,0,0,0,0,0,0,.170366168,.2044394016,.2044394016,.2044394016,.2725858688,.340732336,.3748055696,.3748055696,.3748055696,.5792449713,.4088788033,.4429520369,.4429520369,.5792449713,.5110985041,.5110985041,.4770252705,.4770252705,.4770252705,.3066591024,.3066591024,.2385126352,.2385126352,.1362929344,.1362929344,.0681464672,.0681464672,.1362929344,.2044394016,.340732336,.340732336,.9540505409,.9881237745,.9881237745,1.124416709,1.124416709,2.078467369,2.010320902,2.282906771,2.55549264,2.725858688,2.214760303,2.180686951,2.351053238,2.351053238,2.828078508,2.759932041,3.100664377,3.100664377,2.964371443,3.168810844,3.986568451,4.974692345
Italy,ITA,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/it/flat/64.png,60421760,60.42176056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0016550329,.0033100657,.0016550329,.0016550329,.0049650986,.0744764805,.0761315152,.0761315152,.1373677254,.2465998977,.2631502151,.4534790218,.6835286021,.8639271855,.9698492885,.9549539685,1.122112274,1.122112274,1.592141628,1.482909441,2.116786957,2.797005653,3.17931819,3.684103251,3.892637253,5.63207674,6.150102139,6.150102139,8.319849968,9.895442009,9.243358612,10.52600861,11.62991619,12.5981102,13.25515842,13.8344202,14.21673203,16.84823418,15.98265266,16.25738716,18.62574005,18.92033577,19.25465202,18.95674706,19.67337608,19.87363434,22.27839661,22.92220497,24.372015,25.96250153,26.36963844,25.94594955,26.70230103,26.93897057,28.676754,30.34502792,30.51218605,30.75878525,30.48901558,31.55485725,33.65012741,36.64408112,38.6748085,41.4221611,40.98523331,39.55031967,39.74395752,40.04682922,44.7984314,44.10497284,41.98983765,39.84988022,37.04129028,36.59443283,46.86556625,49.0750351,49.78669739,52.59529114,48.39481735,46.90032196,48.20283127,51.11899948,53.63795853,57.88312149,48.93104553,47.83044815,46.84239578,43.64321518,44.84477234,46.29623413,45.81296539,43.52571106,41.69193268,36.0399971,36.1591568
Israel,ISR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.882800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0112577118,.0112577118,.0112577118,.0112577118,.0112577118,.0112577118,.0112577118,.0112577118,.0225154236,.0225154236,.0112577118,.0112577118,.0337731354,.0337731354,.0337731354,.0337731354,.0337731354,.0337731354,.0225154236,.1013194025,.1013194025,.1013194025,.1125771105,.3602467775,.3715044856,.3715044856,.5516278744,.6079164147,.7204935551,.7655243874,.8781014681,1.362183094,1.654883623,2.116449833,2.296573162,3.388571024,3.940198898,4.15409565,4.604403973,5.696402073,7.666501522,7.531408787,9.569054604,10.79614544,12.38348293,14.51119041,16.34619713,19.90363312,23.48358536,25.1384697,26.52316856,29.8892231,30.87990189,32.26460266,35.64191437,40.39266968,42.28396225,42.86936569,43.58985901,44.05142593,45.86391449,48.29558182,50.42329025,50.79479218,52.33710098,49.2862587,46.58441162,45.71756744,45.36857605,43.97262192,41.34957504,39.21060944,35.38298798,32.29837418,30.24946976,28.03170204,27.95289803,27.6601963,23.88886452,24.96960449,23.29220581,22.78560829,23.17962837,23.34849358,21.17575455,20.62412643,20.91682816,18.3725853,19.36326408,18.03485298
Iceland,ISL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/is/flat/64.png,352721,.3527210057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2835101783,.2835101783,.2835101783,.2835101783,.2835101783,2.268081427,0,0,1.417550921,1.417550921,1.134040713,5.953713894,9.922856331,9.922856331,14.17550945,13.60848904,23.24783516,27.50048828,30.90261078,36.85632324,43.09354782,49.89779282,53.58342743,70.31052399,73.14562988,96.39346313,98.0945282,102.9141998,126.1620331,141.1880798,150.5439148,156.7811432,174.6422729,171.5236664,176.9103546,168.1215363,183.9981079,193.9209747,188.5342712,186.5497131,170.9566498,173.2247314,163.3018646,162.4513397,163.3018646,156.7811432,139.7705231,131.5487366,113.4040756,97.8110199,103.4812164,87.32113647,77.11476898,69.17648315,58.97011948,51.31534576,46.21216202,40.25844574,37.13983536,36.57281494,33.17069244,29.20154953,23.81485558,19.84571266,17.8611412,16.16008186,13.89199924,10.20636654,8.788815498,5.953713894,4.536162853,4.536162853,4.819673061,4.252652645,3.118612051,3.118612051,2.551591635,1.70106113
Iraq,IRQ,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.43360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0078056697,.0078056697,.0390283503,.0390283503,.0624453574,.067649141,.067649141,.067649141,.0832604766,.1118812636,.1040755957,.1196869388,.0936680362,.1092793792,.0858623683,.1274926066,.2003455311,.2055492997,.2341700941,.2289663106,.2601889968,.2679946721,.3096249104,.3252362311,.3772740364,.3928853869,.4058948159,.4527288377,.5776195526,.6296573877,.8039839864,.8950501084,.988718152,1.090191841,1.139627814,1.277527928,1.319158196,1.386807323,1.332167625,1.386807323,1.303546906,1.334769487,1.282731771,1.287935495,1.316556334,1.181258082,1.139627814,1.071978688,1.05896914,.988718152,.9522917271,.8768368959,.863827467,.8274009824,.8508179784,.8300029039,.884642601,.9028558135,.8820406795,.884642601,.8898463249,.9262728095,.934078455,.978310585,1.11881268,1.238499641,1.259314775,1.347779036,1.363390326,1.540318847,1.688626528,1.727654934,1.831730485,1.803109765,1.636588812,1.610569835,1.847341895,1.878564477,1.888972044
Iran,IRN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0599020012,.0599020012,.089241758,.1503662467,.2139357179,.3557445407,.3557445407,.6748144031,.9034199715,1.116133213,1.980433583,2.548891306,2.837399006,3.188253641,3.403411627,3.261602879,3.261602879,2.942533016,4.707808495,4.495095253,4.547662258,3.979204416,4.053776264,4.907074451,5.716362476,6.078219414,6.078219414,7.278704643,6.155236244,7.172348022,7.021981716,7.689461231,8.16745472,8.760362625,8.583101273,9.220018387,10.73346043,11.02930355,12.36059475,11.34348297,16.01828384,18.77744484,21.29699516,22.49136734,25.43879128,32.36419678,33.23094177,34.28839493,34.71015549,36.91552734,34.22115707,33.03778839,31.99867249,30.21261406,29.10503769,23.24931145,23.49503326,23.05615807,22.57938766,22.32266426,21.30555344,20.62218094,20.11240387,20.49871063,19.35201454,18.76888657,17.4045887,16.60018921,15.62342072,15.01462078,14.58430386,14.43882751,13.93393898,13.78112793,13.4962883,13.57452774,13.45594597,13.45472336,13.6429863,13.88870716,14.1319828,14.32758141,14.45471954,14.8031292,15.48283386,16.06596184,17.01583672,17.90214157,18.65764046,19.40947151,19.91436005
Ireland,IRL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.867309093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1027261689,.1027261689,.1027261689,.1027261689,.1027261689,.1027261689,.1027261689,.1027261689,.1027261689,.1027261689,0,0,0,0,0,0,0,0,.4109046757,.4109046757,.4109046757,.4109046757,.4109046757,.4109046757,.4109046757,.4109046757,.4109046757,.4109046757,0,1.068352103,1.068352103,1.068352103,1.068352103,1.068352103,1.068352103,189.1805115,189.1805115,189.1805115,189.1805115,188.1121521,188.1121521,188.1121521,188.1121521,273.4364929,273.4364929,85.32435608,85.32435608,85.32435608,85.32435608,85.32435608,161.8348083,161.8348083,161.8348083,76.51044464,76.51044464,76.51044464,76.51044464,124.9972,124.9972,124.9972,48.48675156,48.48675156,48.48675156,48.48675156,81.15367126,81.15367126,81.15367126,32.66691971,32.66691971,32.66691971,32.66691971
India,IND,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/in/flat/64.png,1352617328,1352.61731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0002217922,.0002217922,.0002217922,.0002217922,.0002217922,.0002217922,.0002217922,.0002217922,.0002217922,.0002217922,0,0,0,0,0,0,0,0,0,0,0,0,0,.0000739307,.0000739307,.0000739307,.0000739307,.0000739307,.0007393074,.0007393074,.0008132381,.0008132381,.0008871689,.0011828919,.001404684,.001700407,.001700407,.0026615066,.0022179221,.0023657838,.0043619135,.0051751519,.0059144595,.0060623209,.0073930742,.0089456197,.0121246418,.0112374723,.0137511175,.0136032561,.0223270841,.0249146596,.0303855352,.0382961221,.0481289141,.0606971383,.0657244325,.073117502,.083541736,.0889386833,.1029855236,.1197678,.144682467,.1651612818,.1847529262,.2222358137,.243232131,.2832286656,.3059993386,.3332058489,.3515406847,.3767510653,.390650034,.4127553403,.4284286499,.4459502399,.4767793417,.4999935925,.5433170199,.6064538956,.6511819959,.7126184106,.7496576905,.8031835556,.8798497319,.9272393584,1.005532026,1.081237078,1.117980719,1.191467881,1.396773458,1.48001945,1.578125596,1.700998545,1.807828426,1.922495008,2.025998116,2.068951845,2.197443485,2.25104332,2.22184062
Indonesia,IDN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/id/flat/64.png,267663435,267.6634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0007472071,.0007472071,.0007472071,.0007472071,.0029888283,.0029888283,.0029888283,.0029888283,.0041096387,.0041096387,.0048568458,.0048568458,.0100872954,.0100872954,.0082192775,.0085928813,.0100872954,.0141969342,.0179329701,.0198009871,.0224162117,.0246578325,.0276466608,.0310090929,.0388547666,.0444588214,.0481948555,.0545461141,.0541725121,.0590293594,.0661278218,.0750943124,.0683694482,.092280075,.0919064656,.1031145751,.1053561941,.1330028623,.1505622268,.1528038383,.1621439308,.1737256497,.2077235579,.2069763541,.2166900486,.2151956409,.222667709,.2088443786,.2032403201,.2327550054,.2633904815,.2895427346,.2798290551,.2809498608,.3422208428,.3556705713,.4315120876,.4520602822,.4595323503,.4632683694,.4543018937,.4393577576,.4819485545,.52229774,.5271545649,.584315896,.6000072956,.595524013,.6530589461,.6836944818,.6949025989,.7012538314,.7311421037,.7449654341,.7330101132,.7038690448,.6870568991,.7345045209
Hungary,HUN,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/hu/flat/64.png,9775564,9.775564194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0102295885,.0102295885,.0102295885,.020459177,.020459177,.020459177,.020459177,.0716071203,.1636734158,.1636734158,.204591766,.204591766,.2761988938,.3273468316,.3273468316,.3273468316,.3273468316,.3068876565,.2455101311,.2659693062,.225050956,.3784947693,.3887243569,.3375764191,.3784947693,.6137753129,.634234488,.7672191262,.7672191262,.7774487138,.7876783013,.6546936631,1.288928151,1.350305676,1.391224027,1.401453614,1.575356603,1.58558619,1.759489298,1.810637236,2.761988878,3.437141657,2.721070528,2.925662279,2.976810217,2.915432692,2.925662279,3.212090731,3.293927431,3.375764132,2.444871664,1.759489298,2.567626715,2.802907228,3.099565268,3.570126534,3.764488697,3.600815296,3.570126534,3.907702923,4.83859539,5.513748169,5.912702084,6.26050806,6.086605072,5.472829819,5.196630955,5.329615593,5.63650322,5.933161259,5.656962395,5.329615593,4.3373456,4.75675869
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.12317562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,0,0,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,0,0,0,0,0,0,.0179804768,.0179804768,.0179804768,.0539414287,.0629316717,.0719219074,.0719219074,.0719219074,.0719219074,.0899023861,.0719219074,.0719219074,.0719219074,.0359609537,.0269707143,.0719219074,.080912143,.080912143,.080912143,.0629316717,.0629316717,.0629316717,.0719219074,.1708145291,.1708145291,.044951193,.0359609537,.0359609537,.0359609537,.0359609537,.044951193,.044951193,.0359609537,-.0629316717,-.0629316717
Croatia,HRV,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/hr/flat/64.png,4087843,4.087842941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02446278,.02446278,.02446278,.04892556,.0978511199,.0978511199,.1223138943,.1223138943,.1223138943,.1223138943,.0978511199,.0978511199,.5137183666,.4892555773,.807271719,1.002973914,1.14975059,1.516692281,1.516692281,1.663468957,2.030410767,2.128261805,2.372889519,2.519666195,2.275038481,2.984459162,3.1067729,3.718342543,4.011895657,6.115695,6.971892357,7.534535885,7.240982533,8.513047218,9.760648727,10.59238338,10.66577148,11.98676205,13.20990086,11.69320869,12.13353825,11.81552219,13.87039566,13.72361946,14.04163551,13.84593296,15.09353447,14.16394901,14.11502361,15.16692352,14.53089142,14.82444477,13.20990086,12.8674221,12.1824646,11.61982059,11.17949009,10.71469784,10.17651653,8.87998867,8.439659119,8.439659119,8.023791313,7.558999062,7.632387161,7.216519833,6.286934376,5.895529747,5.235034943,4.745779037,4.96594429,4.623465538,4.329912186,4.060821533,3.253549576
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0625813454,.0625813454,.0312906727,.0312906727,.0312906727,.041720897,.041720897,.041720897,.041720897,.041720897,.0312906727,.0312906727,.041720897,.041720897,.0938720182,.1877440363,.2294649333,.239895165,.2503253818,.5319414139,.5840925574,.5840925574,.7196854949,.7196854949,.604952991,.5632321239,.8657085896,.8969992995,.9074295163,.6675343513,.5945227742,.6988250017,.7822667956,1.178615332,1.272487402,1.293347836,.9804410934,.9908713102,1.241196632,1.366359353,1.481091857,1.522812724,1.720986962,1.543673158,1.606254578,1.522812724,1.992172837,2.378091097,2.106905222,2.242498159,2.179916859,2.242498159
Guyana,GUY,Americas,Latin America and the Caribbean,South America,1,1,.,Americas,https://www.countryflags.io/gy/flat/64.png,779004,.7790039778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026952386,1.026952386,1.026952386,1.026952386,1.026952386,1.026952386,1.026952386,1.026952386,1.026952386,1.026952386,0,.1283690482,.1283690482,.1283690482,.1283690482,.1283690482,.1283690482,.1283690482,.513476193,.513476193,.513476193,.7702143192,.7702143192,1.155321479,1.668797612,1.668797612,1.668797612,1.668797612,1.925535798,1.925535798,1.925535798,1.540428638,2.567380905,2.182273865,1.668797612,1.797166705,1.797166705,2.439012051,1.925535798,2.053904772,2.053904772,2.053904772,1.155321479,1.412059546,1.540428638,2.695749998,2.695749998,2.182273865,2.567380905,2.439012051,2.439012051
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.24780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0231913552,.0231913552,.0231913552,.0579783879,.0579783879,.0579783879,.0695740655,.0695740655,.0695740655,.0695740655,.0637762249,.0637762249,.0637762249,.0405848697,.0405848697,.0405848697,.028989194,.0405848697,.0405848697,.0405848697,.0231913552,.0231913552,.0231913552,.0231913552,.0231913552,.0231913552,.0231913552,.028989194,.028989194,.0637762249,.0637762249,.1507438123,.17393516,.1623394787,.1623394787,.2377113849,.2609027326,.278296262,.278296262,.2435092181,.2840940952,.1971265078,.2145200372,.2377113849,.3014876246,.2435092181,.2551048994,.2261157036,.278296262,.2840940952,.2898919284,.3246789575,.3014876246,.278296262,.2145200372,.2956897616,.2840940952,.6435601115,.5913795233,.7131341696,.7479211688,.8058995605,.8754736185
Greece,GRC,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/gr/flat/64.png,10731726,10.73172569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0745453238,.0745453238,.0745453238,.0745453238,.0745453238,.0745453238,.1770451516,.1770451516,.1770451516,.1770451516,.1956814826,.2609086335,.2609086335,.409999311,.409999311,.409999311,.3074994683,.3074994683,.3074994683,.3913629651,.456590116,.3913629651,.3913629651,2.022042036,2.022042036,2.022042036,2.022042036,2.022042036,2.022042036,1.938178539,1.779769659,1.779769659,1.779769659,0,0,0,0,0,2.869995117,2.869995117,2.869995117,2.869995117,2.869995117,2.869995117,2.869995117,2.869995117,2.869995117,10.29657364,7.426578045,7.426578045,7.426578045,7.426578045,7.426578045,7.426578045,7.426578045,7.426578045,7.426578045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/gq/flat/64.png,1308974,1.308974028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0763957128,.0763957128,.0763957128,.0763957128,.0763957128,.0763957128,.2291871309,.2291871309,.2291871309,.2291871309,.1527914256,.1527914256,.1527914256,.2291871309,.2291871309,.2291871309,.0763957128,.0763957128,.0763957128,.0763957128,.3055828512,.3055828512,.3055828512,.2291871309,.2291871309,.2291871309,.3055828512,.3819785416,.3819785416,.3819785416,.1527914256,.1527914256,.1527914256,.1527914256,.4583742619,.4583742619,.3819785416,.3055828512,.3055828512,.3055828512,.3055828512,.3055828512,.3055828512,.3055828512,0,.6875613928,.6875613928,.6875613928,.6875613928,.6875613928,.6875613928,.6875613928,11.61214828,11.61214828,11.61214828,10.9245863,10.9245863
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gw/flat/64.png,1874309,1.874308944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1600589901,.1600589901,.1600589901,.1600589901,.1600589901,.1600589901,.1600589901,.1600589901,.9603539705,.9603539705,.8536479473,.8536479473,.8536479473,.8536479473,.8536479473,.8536479473,.8536479473,1.120412946,.3734709918,.3734709918,.3201179802,.3734709918,.3734709918,.3734709918,.3734709918,.3734709918,.3734709918,.1067059934,.0533529967,.6935889721,.9070009589,.8536479473,.8536479473,.8536479473,.8536479473,.8536479473,.8536479473,.8536479473
Gambia,GMB,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gm/flat/64.png,2280102,2.280102015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0877153724,.0877153724,.0877153724,.0877153724,.0877153724,.0877153724,.0877153724,.0877153724,.0877153724,.0877153724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2631461322,.2631461322,.2631461322,.2631461322,.2631461322,.2631461322,.2631461322,.3070037961,.3070037961,.3070037961,.0438576862,.0438576862,.0438576862,.0438576862,.0438576862,.0438576862,.0877153724,.0438576862,.0438576862,.0438576862,.0438576862,.1315730661,.1315730661,.1754307449,.1754307449,.1754307449,.1315730661,.1315730661,.1315730661,.1315730661,.3070037961,.2631461322
Guinea,GIN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gn/flat/64.png,12414318,12.41431808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0161104295,.0402760729,.0402760729,.0402760729,.0402760729,.0402760729,.0886073634,.1208282262,.1369386464,.1369386464,.1208282262,.2094355822,.2094355822,.3544294536,.4349816144,.4833129048,.6121963263,.8619080186,.8860736489,1.184116602,1.232447863,1.288834333,1.425773025,1.280779123,1.506325245,1.643263817,1.820478559,1.667429447,1.731871247,1.941306829,1.89297545,2.086300611,2.336012363,3.133478642,3.085147381,3.173754692,3.101257801,3.101257801,2.996539831,3.310693264,3.632901907,3.584570646,3.197920322,4.317595005,4.059828281,4.833128929,6.661662579,6.532779217,6.935540199,6.113908291,6.242791653,6.266957283,6.266957283,4.349815845
Ghana,GHA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gh/flat/64.png,29767108,29.76710892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0033594125,.0067188251,.0067188251,.0067188251,.0067188251,.1041417867,.1041417867,.1041417867,.1041417867,.1041417867,.1007823795,.0974229649,.0974229649,.1075012013,.0033594125,-.090704143,-.090704143,-.090704143,-.090704143,-.0470317751,-.0470317751,.1746894568,.1746894568,.2183618248,.3225035965,.3191441894,.3191441894,.3191441894,.3191441894,.3930512667,.3930512667,.2418777049,.2418777049,.2989877164,.2989877164,.3796136081,.3796136081,.4367236495,.4367236495,.5375059843,.5375059843,.466958344,.4971930683,.4535206854,.6382883787,.557662487,.9473543167,.8902443051,.9574325681,1.276576757,3.917075157,4.904742241,4.874507427,4.807319164,4.686380386,5.10630703,4.7166152,4.894664288,4.918179989,4.447862148,2.049241781,1.891349316
Georgia,GEO,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/ge/flat/64.png,3726549,3.72654891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0268344786,.0268344786,.0268344786,.0268344786,.0268344786,.0268344786,.0805034414,.0805034414,.2415103167,.2683447897,.2683447897,.3488482237,.3488482237,.4561861455,.5098550916,.5366895795,.5366895795,.6171930432,.5098550916,.6976964474,.6708619595,.6708619595,.8587033153,.8587033153,.8318688869,.8855378032,.9928757548,1.100213647,1.073379159,.8855378032,.939206779,.9928757548,.8855378032,.9660412669,1.127048135,1.100213647,.9928757548,1.073379159,1.153882623,1.690572262,1.824744582,1.958917022,2.066254854,2.200427294,2.280930758,2.388268709,2.951792717,2.683447838,3.005461693,2.441937685,2.710282326,3.220137596,3.193303108,3.220137596,3.193303108,3.354310036,2.951792717,3.810496092,3.998337507,4.293516636,4.10567522,4.025171757,4.025171757,3.864165068,4.266682148,4.454523563,4.508192539,3.917834044,3.676323652,3.729992628,3.568985701,3.16646862
United Kingdom,GBR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/gb/flat/64.png,66460344,66.46034241,0,0,0,0,0,0,0,0,0,0,0,.0015046567,.0015046567,.0015046567,.0015046567,.0120372539,.0120372539,.0120372539,.0120372539,.0120372539,.0120372539,.0105325971,.0105325971,.0105325971,.0105325971,0,0,0,0,0,0,0,0,0,0,.0150465667,.0150465667,.0150465667,.0150465667,.0150465667,.0150465667,.0150465667,.0150465667,.0150465667,.0180558804,.0511583276,.0707188621,.0707188621,.0707188621,.0707188621,.0707188621,.0707188621,.1760448366,.1760448366,.1730355173,.1248865053,.1053259671,.1053259671,.1053259671,.1053259671,.1053259671,.1053259671,0,0,0,0,0,0,0,.3144732416,.3144732416,.3144732416,-.2031286508,-.2031286508,-.2031286508,-.2031286508,-.2031286508,-.2031286508,-.2031286508,-.5176019073,-.5176019073,-.5176019073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
