Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020
Cote d'Ivoire,CIV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ci/flat/64.png,25069229,25.06922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0398895405,.0398895405,.0398895405,.0398895405,.0398895405,.0398895405,.0398895405,.079779081,.1196686178,.1196686178,.1196686178,.1196686178,.1595581621,.2393372357,.2792267799,.3590058684,.5983430743,.7579012513,.9972384572,1.475912929,1.635471106,1.635471106,1.914697886,2.074255943,2.074255943,2.313593388,3.390610933,3.550168991,4.547407627,4.547407627,5.823872566,7.698680878,9.533599854,10.37128067,10.37128067,12.08653069,12.36575699,14.32034492,16.71371651,16.71371651,18.66830444,19.90488052,20.94200897,22.21847343,22.896595,23.81405449,24.81129265,26.04786873,27.64344978,27.96256638,28.7603569,29.59803772,30.07671356,30.67505646,31.67229462,32.62964249,32.70942307,35.98036575,37.09727097,37.57594681,39.37097549,40.04909897,41.48512268,41.88401794,43.20037079,43.87849426,45.71341324,47.38877106,48.62534714,50.14115143,51.29794693,51.93618011,52.89352798,54.6486702,55.24701309,57.24148941,58.51795578,59.87419891,61.03099442,63.18503189,63.98282242,69.80669403,72.5191803,74.55355072,81.57410431,86.71985626,88.23566437,90.27002716,95.61522675,99.92329407,103.3139038,105.1887131,109.6563416,114.2037506,117.3550262,119.3495026,122.3811035,139.3341675,126.9285126,136.3823395,139.0948181,143.0837708,148.4688721,151.8993683,159.3986053,170.447998
China,CHN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/cn/flat/64.png,1392730000,1392.72998,.020104399,.0215404276,.0258485135,.0280025564,.0351826996,.0416448265,.0725194439,.0861617103,.0969319269,.1536550522,.197453931,.3324406147,.4408607483,.6052860022,.8005859256,1.060507059,1.435310483,1.863965034,2.31128788,2.81317997,3.328714132,3.648948431,4.463894844,5.727599621,6.676096916,7.722243309,8.947894096,10.20011044,11.46094418,12.93430901,13.429739,16.29820633,16.64859772,17.96112633,19.87176323,21.60074043,23.64421082,26.08473969,28.23232079,30.27291679,32.20581055,34.06977844,35.90143204,37.54640198,38.73256302,39.87779617,41.20540237,42.22211075,43.21081543,44.26127243,45.16381454,46.09364319,47.14481735,48.11916351,48.76034927,49.3979454,50.08508682,50.64513779,51.1700058,51.59435272,51.95694733,52.28149033,52.61608505,52.97006607,53.26301575,53.65002441,53.92287064,54.26895523,54.51379776,54.71699524,54.85987854,54.97476196,55.11477661,55.24832535,55.43572617,55.5096817,55.58148575,55.69421387,55.7746315,55.85504913,55.91679764,55.97352219,56.03311539,56.14871597,56.22841644,56.29303741,55.68344116,55.72795868,55.78252792,55.82201767,55.86079407,55.90530777,55.99290848,56.08337784,56.13076401,56.20400238,56.27365112,56.30811691,56.34545135,56.38063431,56.41653442,56.42586899,56.49623489,56.57378006,56.62978363,56.67214966,56.70661163,56.7181015,56.8143158,56.84303665,56.86529541,56.8825264,56.89975739,56.91053009,56.92488861,56.93350601,56.94284058,56.94571304,56.94571304,56.94571304,56.94571304,56.9615097,56.96366119,56.96940613,56.97586823,56.98017502,56.98663712,56.98950958,56.99740982,57.00028229,57.00243378,57.00889587,57.01033401,57.01320648,57.02110291,57.02469254,57.027565,57.03474426,57.04192734,57.04695129,57.05054092,57.05628586,57.06203079,57.06418228,57.06921005,57.07423782,57.07710648,57.08931351,57.09290314,57.09290314,57.10654831,57.10726547,57.11588287,57.12162399,57.12665176,57.13383102,57.13957596,57.14747238,57.16039658,57.16757965,57.17691422
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.320356071,.320356071,.4271413982,.4271413982,.9076755047,1.174638867,1.174638867,2.295885086,3.256953239,4.004450798,8.329257965,8.329257965,12.49388599,17.88654709,22.79867363,28.19133377,32.99667358,38.86986923,47.94662476,59.5328331,68.0222702,83.87989807,99.52394867,109.935524,126.3804626,141.2770233,156.8142853,176.1424408,193.3348846,215.4394531,231.6174316,249.6641541,265.308197,287.5729675,309.8910828,337.8154602,360.1870117,375.0301514,391.2081299,411.6575317,430.1847839,458.1091614,481.4951477,511.074707,536.1158447,556.0847168,571.8355713,597.4106445,622.7721558,649.2549438,676.3250122,700.0847778,726.4073486,754.1715698,793.6821289,835.8623657,887.065918,961.8156738,1025.833496,1076.66333,1148.316284,1201.548828,1280.99707,1353.077271,1417.361938,1502.897095,1564.512207,1650.634644,1790.790405,1928.276489,2060.850586,2158.719238,2281.308838,2399.787354,4601.007324,4845.278809,5105.995117,5304.989746,5543.067383,5774.417969,5993.221191,6266.217773,6502.160156,6751.183594,7013.555176,7330.601074,7672.741211,7944.40332,8341.644531,9713.783203,9954.583984,10224.2168,10497.48047,10708.91602,10966.69531,11242.89551,11484.39063,11710.45605,11929.5791,12176.4668,12398.31348,12608.89453,12879.8623
Switzerland,CHE,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/ch/flat/64.png,8513227,8.513227463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2349285334,.3523927927,.3523927927,.3523927927,.3523927927,.3523927927,.3523927927,.3523927927,.4698570669,.4698570669,.4698570669,.4698570669,.4698570669,.4698570669,.4698570669,1.761963964,1.761963964,1.761963964,1.761963964,15.38781834,15.38781834,15.38781834,15.38781834,15.38781834,179.7203217,179.7203217,187.3554993,214.1373596,214.1373596,348.5164795,471.3840942,569.2318115,753.5332642,753.5332642,946.2921143,1022.408936,1151.14978,1245.121216,1303.853394,1421.317627,1491.796143,1609.260376,1609.260376,1808.949707,1867.681763,1926.41394,2008.638916,2090.864014,2184.835205,2278.806641,2337.538818,2419.763916,2466.749512,2501.98877,2560.720947,2607.706787,2654.692383,2654.692383,2748.663818,2807.395996,2842.635254,2877.874512,2960.099365,2983.592285,3018.831543,3042.324463,3065.817383,3101.056641,3124.549316,3148.042236,3148.042236,3183.281494,3183.281494,3183.281494,3218.520752,3230.267334,3242.013672,3253.76001,3265.506592,3277.25293,3277.25293,3288.999512,3300.74585,3312.492188,3312.492188,3324.23877,3324.23877,3324.23877,3335.985107,3347.731445,3347.731445,3347.731445,3359.478027,3359.478027,3359.478027,3371.224365,3371.224365,3371.224365,3371.224365,3371.224365,3382.970703,3382.970703,3382.970703,3382.970703,3394.717285,3394.717285,3394.717285,3394.717285,3394.717285,3394.717285,3406.463623,3406.463623,3406.463623,3406.463623,3406.463623,3406.463623,3418.210205,3418.210205,3418.210205,3429.956543
Canada,CAN,Americas,Northern America,,.,.,.,Americas,https://www.countryflags.io/ca/flat/64.png,37057765,37.05776596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0269848965,.0269848965,.0269848965,.0269848965,.0269848965,.0269848965,.0269848965,.0269848965,.0269848965,.0809546933,.0809546933,.0809546933,.0809546933,.0809546933,.0809546933,.1619093865,.1619093865,.1619093865,.1619093865,.1619093865,.1619093865,.1619093865,.1619093865,.1619093865,.2158791721,.2158791721,.2158791721,.2158791721,.2158791721,.2158791721,.2158791721,.2158791721,.2158791721,.2428640723,.2428640723,.2428640723,.2428640723,.2428640723,.2698489726,.2698489726,.2698489726,2.968338728,4.938236237,4.965220928,6.908133507,12.57496166,12.57496166,12.57496166,42.95995712,35.72800446,46.81879807,58.69215012,69.54007721,81.27851105,87.86282349,102.2997437,112.0952606,139.2960358,157.9965668,177.8034821,192.2134247,209.3488312,221.5460052,241.9465942,261.6995239,284.5557251,295.8623962,319.6900635,338.4715576,355.8768311,390.0397034,398.3240662,408.79422,432.1091614,455.5860291,492.9601135,518.9465332,548.5219727,578.1244507,614.2841797,642.6183472,672.4906006,702.4168701,728.7541504,760.5423584,789.578064,815.9962769,843.6018677,866.4580688,890.6904907,918.9706421,949.2477417,974.2626953,995.9585571,1020.892639,1040.61853,1059.184204,1081.257813,1100.794922,1126.106689,1149.772461,1168.931763,1187.281494,1204.902588,1223.819092,1247.997559,1267.237793,1292.711548,1309.226196,1328.00769,1351.700439,1368.80896,1389.884155,1408.17981,1432.196411,1459.532104,1475.399292,1493.425171,1514.311523,1543.940918,1568.659058,1593.026367,1615.07312,1637.119751,1658.653687,1670.338135,1707.604248,1721.150757,1735.614624,1749.322998,1760.737549,1773.474365,1784.646118,1795.386108,1804.453125,1812.899414,1819.996338,1826.580688,1853.808472,1865.196045
Central African Republic,CAF,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cf/flat/64.png,4666377,4.666377068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6428970098,.857196033,.857196033,.857196033,.857196033,.857196033,.857196033,.857196033,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.142990112,2.785887241,2.785887241,2.785887241,2.785887241,3.857382298,3.857382298,3.857382298,3.857382298,3.857382298,4.714578152,4.714578152,4.714578152,4.928877354,4.928877354,4.928877354,4.928877354,4.928877354,4.928877354,4.928877354,4.928877354,4.928877354,6.214671612,7.92906332,8.143362045,8.143362045,8.143362045,8.143362045,8.143362045,77.14764404,77.7905426,77.7905426,79.07633209,84.8624115,86.14820099,89.36268616,89.36268616,90.00558472,101.1491318,106.0780106,111.8640823,122.5790329,130.0794983,141.6516418,149.7950134,149.7950134,165.6531372,168.6533203
Botswana,BWA,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/bw/flat/64.png,2254126,2.254126072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21815443,2.21815443,3.549047232,3.549047232,3.549047232,3.549047232,3.549047232,3.549047232,3.992678165,3.992678165,5.323570728,5.323570728,5.323570728,7.541725636,7.541725636,7.541725636,7.541725636,7.541725636,7.541725636,7.541725636,7.541725636,7.541725636,8.428987503,8.428987503,8.428987503,8.428987503,8.428987503,8.872617722,8.872617722,8.872617722,8.872617722,8.872617722,8.872617722,8.872617722,10.20351124,10.20351124,10.20351124,10.20351124,10.20351124,10.20351124,10.64714146,10.64714146,10.64714146,10.64714146,10.64714146,10.64714146,10.64714146,10.64714146,10.64714146,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,11.09077263,12.42166519
Bhutan,BTN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/bt/flat/64.png,754394,.7543939948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325567245,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,2.651134491,3.976701975,3.976701975,3.976701975,5.302268982,5.302268982,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,6.627836227,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,7.95340395,11.93010521,11.93010521,11.93010521,14.5812397,14.5812397,14.5812397,18.55794144,22.53464317,23.86021042,25.18577766,25.18577766,27.83691216,27.83691216,29.1624794,31.8136158,31.8136158,33.13918304,37.11588287,39.76701736,39.76701736,42.41815186,45.06928635,45.06928635,45.06928635,50.37155533,50.37155533,50.37155533,58.3249588,63.6272316
Brunei,BRN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/bn/flat/64.png,428962,.4289619923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331208944,4.662417889,4.662417889,4.662417889,4.662417889,4.662417889,11.65604401,25.6432972,58.28022003,79.26110077,88.5859375,104.9043961,121.2228622,130.547699,151.5285797,153.859787,170.1782532,191.1591339,198.1527557,212.1399994,214.4712219,230.7896729,242.4457245,247.108139,249.4393463,249.4393463,251.7705536,251.7705536,261.0953979,263.4266052,268.0890198,270.4202271,270.4202271,272.7514343,277.4138489,279.7450562,282.0762634,286.738678,289.0698853,289.0698853,289.0698853,289.0698853,289.0698853,293.7323303,298.3947449,303.0571594,305.3883667,305.3883667,305.3883667,307.719574,307.719574,312.3819885,312.3819885,312.3819885,312.3819885,312.3819885,314.7131958,317.0444031,317.0444031,317.0444031,317.0444031,317.0444031,317.0444031,317.0444031,317.0444031,319.3756104,319.3756104,319.3756104,319.3756104,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176,321.7068176
Barbados,BRB,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bb/flat/64.png,286641,.2866410017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93210602,20.93210602,20.93210602,27.90947533,38.37553024,38.37553024,38.37553024,38.37553024,45.35289764,45.35289764,52.33026505,52.33026505,52.33026505,59.30763626,59.30763626,66.28500366,87.21710968,87.21710968,104.6605301,108.1492157,108.1492157,136.0586853,136.0586853,136.0586853,136.0586853,136.0586853,136.0586853,153.502121,153.502121,160.4794769,163.9681702,163.9681702,184.9002686,184.9002686,198.855011,198.855011,198.855011,198.855011,226.7644806,226.7644806,226.7644806,233.7418518,237.230545,237.230545,237.230545,244.2079163,244.2079163,244.2079163,244.2079163,244.2079163,247.6965942,247.6965942,265.1400146,265.1400146,265.1400146,265.1400146,265.1400146,265.1400146,265.1400146,282.5834351,282.5834351,282.5834351,282.5834351,282.5834351,282.5834351,282.5834351,289.5608215,289.5608215,289.5608215,289.5608215,289.5608215,289.5608215,289.5608215,296.5381775,296.5381775,296.5381775,296.5381775,296.5381775,296.5381775,296.5381775,296.5381775,296.5381775,313.9815979,313.9815979,313.9815979,313.9815979,313.9815979
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0047739684,.0095479367,.0095479367,.0095479367,.0095479367,.0095479367,.0095479367,.0095479367,.0095479367,.0095479367,.0286438111,.0286438111,.0286438111,.0286438111,.572876215,.6062940359,.6062940359,.6062940359,.6062940359,.6062940359,.6062940359,.6062940359,.6062940359,.6062940359,.8258965611,.8258965611,.8258965611,.8258965611,.8258965611,14.54150867,66.95968628,66.95968628,66.95968628,66.95968628,105.6479263,105.6479263,109.7583084,120.8673401,126.8586655,132.0240936,139.2089233,143.9447021,148.670929,155.3640289,162.9450989,171.5525665,181.5969849,195.4319458,205.2376862,218.7193756,230.2055359,245.2387695,264.2391663,283.0820007,294.4822388,310.1026917,321.6890869,346.5758057,374.3937073,379.4302368,405.644104,428.0913086,449.3354797,479.5881042,509.8312073,557.0409546,601.3291016,646.5385742,680.7058716,715.6704102,734.3939209,757.117981,795.5675659,847.8759155,904.5524902,959.052124,986.0870972,1007.68927,1067.640747,1139.150024,1217.185303,1274.363159,1323.100586,1355.577881,1805.786987,1894.01001,1976.021973,2052.639404,2125.003174,2193.333008,2239.664307,2280.567871,2339.268555,2487.457275,2552.068115,2633.468994,2753.524902,2807.656738,2872.668701,2997.875732,3153.05835,3244.026123,3353.230713,3474.088623,3561.466553,3617.765869,3763.405273
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,11353142,11.35314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.088081345,.088081345,.088081345,.088081345,.1761626899,.1761626899,.1761626899,.1761626899,.1761626899,.1761626899,.1761626899,.1761626899,.1761626899,.5284880996,.6165693998,1.2331388,2.29011488,2.730521679,2.730521679,2.730521679,3.259009838,3.875579119,3.875579119,4.756392479,4.756392479,7.046507835,8.631971359,9.688947678,10.3055172,11.62673759,11.80290031,14.00493431,14.62150288,15.32615376,16.47121239,17.44010544,19.289814,20.87527847,22.72498703,24.04620743,26.33632278,27.56946182,29.85957527,31.35695839,38.22730255,41.66247559,43.42410278,44.30491638,46.94735718,48.70898438,49.41363525,50.64677429,53.64154053,55.40316772,56.9886322,59.63106918,60.6880455,65.00403595,65.97293091,78.30431366,85.26274109,100.1484909,114.3295822,132.7385864,146.0388641,153.1734619,167.5307159,183.7376862,190.1676178,192.8981476,199.1519165,208.9289551,214.1257477,243.8091583,274.1972351,302.1190186,330.4812012,352.5015564,352.5015564,411.3398743,447.98172,480.3956604,515.8924561,554.9124756,598.5127563,646.3408813,681.3972778,718.567627,750.1888428,786.3902588,822.6797485
Belize,BLZ,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/bz/flat/64.png,383071,.3830710053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.220963955,5.220963955,5.220963955,5.220963955,13.05241013,13.05241013,13.05241013,13.05241013,15.66289234,23.49433899,23.49433899,23.49433899,33.93626785,33.93626785,33.93626785,36.54674911,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,41.76771164,44.37819672,44.37819672,44.37819672,44.37819672,44.37819672,44.37819672,44.37819672,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798
Belarus,BLR,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/by/flat/64.png,9483499,9.483498573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1054463163,.3163389564,.3163389564,.3163389564,.3163389564,.3163389564,.3163389564,.3163389564,.3163389564,.5272315741,.5272315741,.5272315741,1.581694722,1.581694722,1.581694722,2.319818974,3.057943106,3.057943106,3.374282122,3.374282122,3.374282122,3.374282122,4.955976963,5.588654995,5.588654995,5.588654995,5.588654995,5.483208656,5.588654995,5.694101334,8.119366646,14.65703773,17.82042694,18.13676643,21.4056015,21.4056015,21.4056015,21.4056015,21.4056015,36.06264114,36.06264114,52.0904808,54.19940567,60.84252548,81.08821869,98.90864563,118.0998764,165.8670502,178.7315063,183.476593,210.1545105,218.4847717,251.5949097,307.6923523,328.676178,337.0064392,343.6495361,397.6380615,462.6984253,534.2965088,578.2675781,637.9501953,675.4891357,688.6699219,735.3826294,813.0965576,861.2855225,928.6657104,1001.529114,1047.292847,1068.171143,1119.839844,1203.669678,1271.366211,1353.192627,1426.477783,1492.592651,1523.593872,1590.763184,1679.021729,1756.735596,1833.711426,1894.237671,1952.233154,1979.860107,2024.042114,2126.957764,2231.455078,2326.77832,2426.846924,2493.489014,2518.058105,2584.067383,2706.490723,2809.40625,2927.189697,3069.647705,3174.250488,3207.677002,3297.622803,3451.785156,3587.600098,3719.618896,3875.046631,3971.740967,3998.840576,4079.50708,4232.193359,4370.539063,4501.397949,4652.924316,4747.931152,4767.544434,4856.224609
Bosnia and Herzegovina,BIH,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/ba/flat/64.png,3323929,3.323929071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6016975641,.6016975641,.6016975641,.6016975641,.6016975641,.6016975641,.6016975641,.6016975641,.6016975641,.6016975641,1.504243851,1.504243851,2.406790257,5.114428997,5.114428997,5.716126919,6.016975403,8.122917175,9.025463104,9.025463104,14.13989258,20.45771599,23.7670536,30.38572693,38.80949402,41.81798172,58.06381607,61.9748497,71.00031281,76.11473846,83.33511353,96.27160645,101.6868896,104.3945236,114.6233826,131.4709167,138.3904419,145.9116516,161.8566437,178.102478,187.7296448,198.2593384,205.1788635,213.6026306,218.7170563,227.1408234,234.3611908,248.2002411,257.225708,274.0732422,279.1876526,287.0097351,288.8148193,318.5988464,332.738739,335.1455383,351.3913879,369.4422913,382.679657,401.93396,407.6500854,432.0188599,440.4425964,457.8918457,468.4215393,480.1546631,485.5699158,500.0106812,505.4259338,510.2395325,517.7607422,524.6802979,535.8116455,542.4303589,550.854126,560.1804199,568.0025024,574.6211548,583.3457642,586.9559937,592.0703735,592.0703735,592.0703735,608.6170654,616.4391479,620.651001,631.7824097,637.4985352,637.4985352,637.4985352,650.4350586,655.2486572,660.9647827,667.5834351,674.2020874,674.2020874,674.2020874,682.9266968,687.4394531,691.0496216,698.5708618,703.3844604,703.3844604,703.3844604,711.8082275,722.6387939
Bahamas,BHS,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bs/flat/64.png,385640,.3856399953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,2.593091965,0,0,10.37236786,12.96545982,12.96545982,12.96545982,12.96545982,12.96545982,12.96545982,15.55855179,15.55855179,15.55855179,15.55855179,15.55855179,25.93091965,25.93091965,28.52401161,31.11710358,31.11710358,36.30328751,38.89638138,38.89638138,57.04802322,57.04802322,59.6411171,59.6411171,64.82730103,62.23420715,62.23420715,62.23420715,64.82730103,67.4203949,67.4203949,67.4203949,80.38585663,95.9444046,95.9444046,101.1305923,101.1305923,106.3167725,106.3167725,106.3167725,108.9098663,108.9098663,111.5029602,111.5029602,111.5029602,114.0960464,114.0960464,116.6891403,116.6891403,119.2822342,119.2822342,119.2822342,121.8753281,124.4684143,124.4684143,124.4684143,127.0615082,127.0615082,142.6200562,142.6200562,142.6200562,160.7717133,160.7717133,165.9578857,165.9578857,173.7371674,176.3302612,176.3302612,176.3302612,176.3302612,176.3302612,186.7026215,186.7026215,191.8888092,191.8888092,191.8888092,199.6680908,199.6680908,215.2266388,215.2266388,217.8197327,217.8197327,225.5990143,225.5990143,225.5990143,225.5990143
