Iso3,Country,image,idb,02Dec20,03Dec20,04Dec20,05Dec20,06Dec20,07Dec20,08Dec20,09Dec20,10Dec20,11Dec20,12Dec20,13Dec20,14Dec20,15Dec20,16Dec20,17Dec20,18Dec20,19Dec20,20Dec20,21Dec20,22Dec20,23Dec20,24Dec20,25Dec20,26Dec20,27Dec20,28Dec20,29Dec20,30Dec20,31Dec20,01Jan21,02Jan21,03Jan21,04Jan21,05Jan21,06Jan21,07Jan21,08Jan21,09Jan21,10Jan21,11Jan21,12Jan21,13Jan21,14Jan21,15Jan21,16Jan21,17Jan21,18Jan21,19Jan21,20Jan21,21Jan21,22Jan21,23Jan21,24Jan21,25Jan21,26Jan21,27Jan21,28Jan21,29Jan21,30Jan21,31Jan21,01Feb21,02Feb21,03Feb21,04Feb21,05Feb21,06Feb21,07Feb21,08Feb21,09Feb21,10Feb21,11Feb21,12Feb21,13Feb21,14Feb21,15Feb21,16Feb21,17Feb21,18Feb21,19Feb21,20Feb21,21Feb21,22Feb21,23Feb21,24Feb21,25Feb21,26Feb21,27Feb21,28Feb21,01Mar21,02Mar21,03Mar21,04Mar21,05Mar21,06Mar21,07Mar21,08Mar21,09Mar21,10Mar21,11Mar21,12Mar21,13Mar21,14Mar21,15Mar21,16Mar21,17Mar21,18Mar21,19Mar21,20Mar21,21Mar21,22Mar21,23Mar21,24Mar21,25Mar21,26Mar21,27Mar21,28Mar21,29Mar21,30Mar21,31Mar21,01Apr21,02Apr21,03Apr21,04Apr21,05Apr21,06Apr21,07Apr21,08Apr21,09Apr21,10Apr21,11Apr21,12Apr21,13Apr21,14Apr21,15Apr21,16Apr21,17Apr21,18Apr21,19Apr21,20Apr21,21Apr21,22Apr21,23Apr21,24Apr21,25Apr21,26Apr21,27Apr21,28Apr21,29Apr21,30Apr21,01May21,02May21,03May21,04May21,05May21,06May21,07May21,08May21,09May21,10May21,11May21,12May21,13May21,14May21,15May21,16May21,17May21,18May21,19May21,20May21,21May21,22May21,23May21,24May21,25May21,26May21,27May21,28May21,29May21,30May21,31May21,01Jun21,02Jun21,03Jun21,04Jun21,05Jun21,06Jun21,07Jun21,08Jun21,09Jun21,10Jun21,11Jun21,12Jun21,13Jun21,14Jun21,15Jun21,16Jun21,17Jun21,18Jun21,19Jun21,20Jun21,21Jun21,22Jun21,23Jun21,24Jun21
PRT,Portugal,https://www.countryflags.io/pt/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.6600037,390.6690979,392.7389221,460.0568542,572.4525146,576.5783081,577.9257813,578.4675293,695.1556396,669.0258789,652.0505371,663.8999023,733.1209717,753.0830078,768.7525635,702.1569214,880.6342163,1090.86731,1395.840088,1656.624146,1840.810913,1882.582397,1899.995361,1650.636963,1455.892822,1240.394775,1149.739258,1145.599609,1178.425171,1448.995728,1418.066406,1333.495361,1273.414795,1209.98645,1212.959229,1147.363892,846.1834717,849.8786011,936.9362793,1043.497559,1278.70752,1589.07019,1813.583618,1936.772949,2033.262939,2053.43335,2073.35376,2182.193115,2192.236572,2207.01709,2127.530273,2173.024658,2310.202881,2438.406982,2504.446777,2547.607666,2616.967529,2733.30835,2762.730469,2614.119873,2568.305908,2545.551758,2531.20166,2435.656494,2382.118896,2310.341797,2244.663086,2180.428955,2070.297607,1984.740112,1972.807373,2026.664551,2220.866943,2172.399658,2321.96875,2462.980957,2618.106689,2712.110107,2643.972656,2543.329102,2748.978027,2860.776367,3224.162598,3027.612549,3588.132324,3810.270264,3928.069824,4048.064209,3786.668945,3951.268555,4016.919678,3385.122803,3105.099121,3194.546143,3316.387939,3846.6521,3668.994385,4143.040039,4073.263184,4279.259277,4270.077148,4332.713867,4356.398438,4344.618652,4320.114258,5791.31543,6636.220703,6641.499512,6557.956543,6423.431641,6397.927246,6533.521484,5488.81543,4828.402344,5058.097168,5213.236816,5475.812988,5656.387695,5777.896484,5887.513672,6018.44043,6242.94043,6628.094238,6880.335449,7161.178711,7410.488281,7840.858887,8146.443359,8333.783203,8225.485352,7912.51123,7516.22998,7177.16748,7835.13623,8201.314453,8061.344238,8202.828125,8354.204102,8495.257813,8573.21582,7756.621582,7237.762207,7230.48291,7081.927734,7200.671875,7428.046875,7682.315918,7712.641113,7721.142578,7751.342285,8028.532227,8051.272949,7670.994629,7489.225098,7595.925293,7826.370605,8299.999023,8393.724609,8530.361328,9096.368164,8620.87793,8483.254883,8357.717773,8204.273438,8300.332031,8463.126953,9240.088867,9162.310547,10099.34375,10003.95117,9141.875977,9200.248047,9192.913086
POL,Poland,https://www.countryflags.io/pl/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.3984375,503.8159485,466.6973267,531.7668457,563.5003662,562.8966064,572.6361084,623.0230103,637.242981,785.6837158,833.350708,895.9938354,967.8649292,1002.218567,892.8112793,871.2894897,837.296936,882.2365723,930.3701172,917.380249,895.3618774,1060.189453,1370.188599,1566.710205,1700.51709,1718.450073,1714.549072,1765.947876,1710.644165,1643.866699,1705.362427,1766.467041,1793.23291,1821.612671,1804.973755,1818.86084,1622.431396,1588.081543,1606.838379,1705.061523,1752.784912,1751.302734,1670.036377,1716.937866,1884.963013,2118.926758,2218.643311,2222.250977,2230.482178,2258.229736,2426.208008,2279.292725,2156.502441,2291.131348,2276.956543,2336.872314,2347.386963,2356.120117,2364.853516,2487.854248,2262.888916,2437.789063,2413.502197,2337.297363,2202.561279,2331.411865,2255.931396,2317.075439,2130.863281,2079.818115,2077.794189,1952.673462,1880.356689,1888.713623,1866.73291,1868.271484,1863.640625,1959.452393,2211.642578,2418.238525,2540.479492,2904.399902,3027.947998,3221.685791,3401.788574,3340.52417,3345.268066,3363.62793,3232.47876,3076.4729,2920.466797,2570.059326,2824.034424,2741.204834,3011.98999,3139.401855,3755.87915,3869.894775,4209.563965,4279.708496,4618.999512,4594.741211,4386.000977,4177.260742,4470.981934,4597.622559,4665.712891,4769.437988,4973.797363,5471.54541,5496.740723,5521.936035,5776.503418,5754.763672,5966.565918,6259.173828,6034.912109,6283.203125,5990.657227,5468.739258,5887.887695,5768.712891,5881.908203,6528.898438,6746.893066,6876.053711,7380.246094,7407.119141,7880.062988,7939.196289,7898.293457,7920.635254,7957.275879,7847.018555,7893.007813,7915.552734,7938.098145,7942.589844,7864.458984,7755.69873,7682.789063,7589.144043,7416.849121,7223.856445,7165.265137,7303.232422,7403.189941,7519.312012,8073.91748,8988.326172,8094.946777,8384.916992,8343.574219,8371.389648,8486.861328,8280.111328,7770.561523,8657.835938,8621.849609,8783.693359,8787.564453,8829.193359,8833.760742,8437.34668,8486.910156,8129.567383,7755.860352,7615.063965,7440.654785,7497.70752,7466.871582,7421.721191
PNG,Papua New Guinea,https://www.countryflags.io/pg/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635011792,1.635011792,1.635011792,1.635011792,1.635011792,1.635011792,1.635011792,1.635011792,3.497668505,5.360325336,7.22298193,9.085639,10.94829559,12.81095219,14.67360878,13.58992386,12.50623989,11.42255592,10.338871,9.255186081,8.171502113,7.087817669,9.61325264,12.13868809,14.66412258,17.18955803,19.71499252,22.24042892,24.76586342,24.76586342,24.76586342,24.76586342,24.76586342,24.76586342,24.76586342,24.76586342,68.46340179,112.1609421,155.85849,175.7181244,195.577774,215.4374237,235.2970581,211.4591675,187.6212616,163.783371,156.7622223,149.7410889,142.7199402,135.6988068,128.6776581,121.656517,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376,114.635376
PHL,Philippines,https://www.countryflags.io/ph/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20095444,57.9240799,115.5749054,144.8014832,175.243866,200.3745728,225.5052795,235.0483398,230.3849792,171.0731964,207.7291565,202.4074402,197.0857239,191.7640076,253.343277,314.9225464,390.5066528,369.3574219,388.9700623,408.5827026,428.195343,388.415741,348.6361389,308.8565369,285.3143311,261.7721252,238.2299194,214.6877136,203.8335266,192.9793549,246.4425507,278.4896545,310.5367737,342.5838623,374.6309814,406.6781006,464.5820618,445.8000183,463.6026611,470.0273743,476.4521179,482.8768311,452.8925171,408.8735046,411.0126343,401.927002,410.1263428,433.602356,397.3835144,378.9972534,348.7888489,331.1680908,317.6501465,287.0325317,251.1400757,251.4602051,280.6224976,309.78479,342.1464233,374.5415039,456.4997253,528.4561157,608.5189209,587.4597778,637.8687744,638.7012329,668.645752,660.2198486,637.4675903,704.1625366,794.4321289,904.4763794,1014.52063,1179.427612,1344.334473,1561.829712,1575.524536,1564.542236,1546.958252,1601.879883,1550.395996,1532.421631,1355.795044,1308.897461,1353.958618,1307.151489,1187.838745,1140.110718,1086.00415,1152.287842,1115.317139,1051.390869,1091.349365,1248.890503,1276.854614,1260.827881,1223.6073,1289.641235,1316.563232,1271.388184,1411.482178,1463.325073,1652.873535,1752.664795,1811.908936,1954.010742,2173.178223,2089.494141,2177.258301,2144.176758
PER,Peru,https://www.countryflags.io/pe/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.5996094,506.0091858,386.397583,377.8947449,409.8474426,406.9893188,484.6895142,571.2944946,653.7775269,690.6515503,625.2143555,540.1724243,524.3858643,436.7671814,357.0216675,340.0874023,411.5176392,502.5571289,555.7758789,561.4161987,656.0908203,735.2022095,730.7944946,651.9555054,606.2571411,674.5076904,679.3396606,746.7194214,832.0561523,955.986145,1082.416992,1150.725586,1107.568237,1100.253296,972.8712769,877.3660278,771.9109497,661.7445068,571.906311,525.4978638,528.043396,530.946167,538.5692139,552.0514526,502.0301819,424.8971252,399.9333801,392.8551025,385.5133667,397.2762451,421.8737793,593.8511353,729.6333618,748.4923706,745.8084717,735.5326538,703.7809448,671.0780029,573.6345825,605.2166138,744.4642334,882.2069092,868.9926758,843.3322754,828.3897095,772.6120605,717.1514893,654.4741821,586.0405273,625.1697388,686.4626465,826.3131714,1033.922974,1342.120239,1502.120361,1649.272461,1846.097534,1821.495483,1704.536621,1632.20874,1409.11145,1487.235962,1530.004761,1496.783813,1632.512451,1827.140259,2005.543823,2271.883301,2230.900879,2138.271484,2151.258057,2216.534424,2269.628174,2294.489258,2529.844971,2774.788818,2983.407959,3251.288086,3380.237549,3439.485107,3572.726318,3529.457275,3532.078613,3432.683838,3384.08252,3437.618408,3516.845947,3279.828857,2764.258545,2275.076416,2005.441162,1659.668823,2110.306641,2469.677246,3155.452393,3923.719238,4505.615234,4814.915527,5163.24707,4778.05957,4401.620605,4028.817139,3819.894287,3608.99292,3423.921875,3352.607666,3327.639648,3226.802002,3010.46167
PAN,Panama,https://www.countryflags.io/pa/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.3663025,205.0406036,126.2393494,128.9526978,120.9608459,135.1660461,154.4559479,130.5145874,126.7181702,125.4869003,108.348877,91.21086121,74.07284546,27.12213516,83.4755249,149.5080566,217.353302,282.5222473,347.6911621,412.8601074,478.0290527,478.0290527,478.0290527,753.6054688,846.2357178,857.0549316,1244.334839,1294.657349,1751.469727,2005.704102,2251.75293,2359.728271,2439.555664,2087.036377,2324.842285,1927.415894,2086.044434,2061.145508,2742.516357,3052.146484,3063.193848,2800.522949,3024.203613,2837.1875,2534.651611,1846.865479,1640.779175,1789.161865,1957.894653,1869.018555,1837.362183,1783.689575,1730.016968,1676.34436,1622.671753,1568.999146,1515.326538,1461.653931,1693.845947,1832.529907,1779.512085,1599.63916,1564.280884,1528.922607,1493.564331,1173.032349,946.0084839,910.6864014,1002.21936,1548.310181,2475.102783,2853.740967,3458.935791,3775.055664,3895.608887,4016.162354,3762.589111,3017.636719,3212.62207,2714.402588,2386.611084,2283.560791,2068.054199,1731.917603,1545.75647,1362.707764,1309.831543,1650.790649,1862.808472,1958.026611,2436.545898,2384.79834,2785.952881,2634.882813,2438.341553,2341.567139,2395.640381,1890.546265,2131.875,2018.940308,2931.687256,3064.237061,2835.887695,2846.661377,2817.931641,2493.047607,1923.687866,1373.139282,1914.248169,2188.479248,2328.570557,2435.246338,2878.503418,3243.985352,3753.354736,3896.181885,3820.116699,3742.717773,4077.828369,4257.901367,4109.75,3714.900391,3145.415283,3762.520752,4052.587402,3810.129883,3284.651367,3360.191895,3275.804443,3146.150635,2676.575195,2430.697266,2245.322998,2754.658203,3011.206787,3671.988281,3758.843994,5028.847656,5196.163574,6236.552246,6135.416992,6230.361328,6015.8125,6118.520996,4973.234863,5008.736816,3886.94751,3429.188721,3357.330566
PAK,Pakistan,https://www.countryflags.io/pk/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.03797722,16.03797722,16.20295334,16.36792755,16.53290367,16.69787788,16.862854,17.02782822,17.19280434,18.12173271,19.05066109,19.97958946,20.90851974,27.33564186,33.76276398,40.189888,45.68807983,51.18627548,56.68446732,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,62.18266296,71.11867523,80.0546875,88.99069977,97.92671204,106.8627243,115.7987366,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,124.7347488,122.2170258,119.6993027,117.1815796,114.6638641,112.1461411,109.628418,151.5925293,196.0743713,205.8148193,215.5552826,225.2957458,235.0361938,244.7766571,220.8957825,197.0149078,207.875412,218.7359009,229.596405,240.4569092,251.3174133,251.3174133,251.3174133,251.3174133,251.3174133,251.3174133,251.3174133,251.3174133,251.3174133,312.7858276,374.2542725,435.7226868,497.1911011,558.6595459,620.1279297,706.9123535,724.1031494,678.5583496,633.0136108,587.468811,541.9240723,496.3792725,417.8009644,347.3478394,383.1053772,418.8628845,454.6204224,490.3779602,526.135498,569.6105957,613.0856934,666.7468872,669.3581543,671.9693604,674.5805664,760.1593628,845.7380981,931.3168335,952.5322266,1024.797607,1097.062988,1169.328369,1158.626221,1195.018066,1227.235596,1169.180542,1111.125488,1166.797607,1222.469727,1278.141724,1286.719849,1291.440796,1397.136475,1502.832153,1419.451294,1332.380371,1245.30957,1471.539063,1476.396729,1548.078735,1517.687012,1459.333862,1404.670654,1444.131592,1170.292114,1125.856079
OMN,Oman,https://www.countryflags.io/om/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.5473022,277.6990356,265.0978699,248.3258972,239.7920074,230.4890289,209.457489,223.5968323,233.624527,258.6493835,274.8889465,281.2634583,288.4071045,282.1656494,250.5739899,218.8935852,201.1158752,169.1889648,171.8856964,174.582428,216.4975891,232.1455231,241.2858124,221.7628632,215.8295746,209.8962708,203.9629669,147.3193207,98.04115295,55.89181519,36.25301743,36.25301743,36.25301743,36.25301743,36.25301743,36.25301743,91.59513092,146.7893524,195.8013,242.8017883,248.5378876,291.3084106,324.0216675,463.0782471,444.3539734,438.1717224,447.9036255,452.2518921,464.971405,473.3721619,319.8508606,334.9494324,343.6882935,338.5244141,380.0085449,376.0870667,386.5415649,397.2326965,397.2326965,397.2326965,397.2326965,397.2326965,397.2326965,397.2326965,397.2326965,448.4529419,432.141571,415.8302002,399.5188293,383.2074585,366.8960876,381.747467,345.3785706,369.977478,394.5763855,419.175293,443.7742004,468.3731079,520.4343262,572.4954834,570.7561646,569.0168457,567.2775269,565.538208,563.7988892,611.9259033,660.0529175,712.3743896,764.6958618,817.017395,869.3388672,921.6603394,821.6010742,721.541748,677.6523438,633.7628784,589.8734131,545.9840088,502.094574,501.0487061,500.0028381,574.8390503,649.675293,724.5115356,799.3477783,874.184021,1206.369873,1538.555664,1451.235107,1363.914551,1276.593994,1189.273438,1101.952881,758.3286133,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,414.7043762,693.9363403,973.168335,1252.400269,1531.632202,1810.864258,2090.096191,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,2369.328125,3722.160645,5074.993164,5557.67041,6040.347168,6523.024414,7005.70166,7488.378906,6618.223633,5748.068359,5748.068359,5748.068359
NZL,New Zealand,https://www.countryflags.io/nz/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.6729126,169.3569794,193.4370117,221.8254852,255.2896423,289.7866516,305.5448914,295.7771301,273.9693604,263.0212097,253.0468903,251.0697327,231.327652,222.5632324,215.7169342,220.2024384,222.4747009,246.3481598,268.0969238,288.5767517,310.059906,351.8753357,367.161438,396.5532532,407.4423828,423.1416016,468.7638245,506.9495544,571.7827148,594.0036011,581.786499,660.9024048,748.6646729,843.6864014,934.8127441,856.8772583,848.644043,842.2108765,732.5228271,711.5708008,725.9420776,778.5581665,935.8161011,1001.062317,1077.935425,1271.343018,1373.919189,1399.946899,1414.760864,1477.675781,1509.605469,1465.5177,1446.719971,1465.871826,1525.983398,1574.763184,1640.688232,1628.087524,1637.383057,1493.31604,1520.642212,1543.836914,1605.42395,1654.734863,1680.290405,1714.462769,1964.912842,2071.443359,2183.226563,2258.919434,2361.377441,2411.57373,2405.701416,2442.647705,2486.646729,2501.342773,2521.645508,2498.952393,2470.800049,2496.38501,2468.321289,2458.287842,2463.74707,2455.927002,2439.932617,2491.102783,2479.092285,2535.987305,2610.233887,2706.819824,2748.044922,2898.220459,2964.912842,3006.137939,3049.576416,3126.65625,3192.758301,3377.07666,3370.554932,3350.134277,3350.075195,3079.97168,3136.158447,2854.044189,2859.798828,2891.492188,2961.961914,3023.843994,3395.402344,3406.675049,3786.525879,3781.83374,3759.583252,3769.291992,3769.233154,3750.051758,3738.336182,3665.27002,3625.4021
NRU,Nauru,https://www.countryflags.io/nr/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152.27832,3806.961182,3806.961182,3806.961182,3806.961182,3806.961182,5950.677246,8094.393066,10238.10938,12381.8252,14525.54102,16669.25586,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,18812.97266,16150.03711,13487.10156,10824.16602,8161.230469,5498.294922,2835.359619,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,172.4241333,189.3123016,206.2004852,223.0886536,239.9768372,256.8650208,273.7531738,290.6413574,290.6413574,290.6413574,290.6413574,290.6413574,290.6413574,290.6413574,290.6413574,290.6413574,290.6413574
NPL,Nepal,https://www.countryflags.io/np/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.4371948,633.321167,614.2051392,595.7608032,577.3164063,558.8720703,540.4277344,541.0994263,541.7710571,542.442749,542.442749,542.442749,542.442749,542.442749,542.442749,542.442749,542.442749,542.442749,542.442749,690.5724487,838.7020874,986.8317871,1134.961426,1283.091064,1431.220825,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1579.350464,1383.647095,1187.943726,992.2402954,796.5369263,600.8335571,405.130188,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,209.4268036,449.671051,689.9153442,687.5739136,777.7127075,777.604126,795.729126,823.8101196,611.6468506,372.9622192,376.8632202,332.2227173,351.3717957,377.0463257,390.130249,450.7029114,442.1837463,470.3809509,450.9572449,445.7084045,415.700531,409.41922,454.9396362,635.7853394,780.6843262,929.265686,1090.129883,1250.994141,1390.766357,1431.248169,1432.017822,1432.017822,1432.017822,1267.243774,1102.469849,937.6958008,772.9217529,608.1477661,443.3737488,278.5997314,278.5997314,278.5997314,278.5997314,278.5997314,384.06073,489.521759,605.4677124,653.7332153,725.9337769,890.4213257,954.1637573,884.0292358,836.3396606,715.0925903,790.229248,691.3355103,488.4852295,386.3800049,312.6907043,216.5565338,183.4948425,21.7299118,10.06026554,104.8178024,199.5753479,294.3328857,673.3293457,1024.049805,1374.770264,1466.626953,1463.726196,1460.825439,1485.669312,1238.202637,1019.012146,799.8215942,839.494751,879.1678467,918.8410034,930.7695313,930.7695313
NOR,Norway,https://www.countryflags.io/no/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61538124,46.28408051,58.03663254,59.9729805,60.16123581,60.24191666,60.53774643,44.48220062,107.0638657,339.6138,514.4498291,557.7755737,561.6213989,564.1494141,574.2614136,598.6540527,620.0076294,672.154541,750.6035156,767.3583374,774.3775635,806.9727783,837.4432983,861.9972534,866.3540649,835.1842651,824.5881348,816.4662476,789.6531982,769.913208,999.6661987,1239.692627,1309.401123,1309.589355,1313.193115,1311.902222,1445.698364,1841.036011,2309.067383,2572.760254,2605.05957,2616.973389,2630.178223,2612.26709,2561.89502,2424.468262,2319.179199,2309.927979,2295.754883,2311.057373,2295.512939,2306.055176,2311.326416,2413.87207,2399.994873,2402.496094,2433.423828,2513.540283,2560.362305,2767.847168,2845.623779,2845.516113,2858.828613,2948.976318,3036.86499,3100.79126,3032.292969,3038.04834,3043.615234,3028.231934,3002.575439,3069.00293,3135.080811,2974.337158,2763.167725,2748.860107,2749.102295,2626.063477,2341.528076,1970.098999,1796.284912,1715.926514,1720.04126,1724.021484,1753.496948,1961.815674,2448.0271,2953.628906,3244.565186,3251.154053,3253.305664,3341.893555,3952.837891,3996.863037,3176.281982,2809.720703,2796.919189,2799.393555,2706.04541,2290.322266,2771.504639,4142.331055,4766.991211,4790.899902,4794.530273,4858.187988,4984.399902,5154.421875,5290.477539,5338.267578,5364.623535,5383.986816,5460.553223,5309.760254,5129.868164,4773.580078,4498.134766,4451.82373,4425.226074,4322.196289,4454.70166,5026.13916,5607.71582,5984.012695,6021.44873,6047.643066,6092.905273,6006.576172,5888.432129,5769.535156,5709.643066,5689.499512,5670.996582,5786.639648,6517.15332,6952.885742,5617.34375,5286.147461,5327.025879,5372.799316,5149.150879,4574.728027,4166.10498,5673.040527,6123.751953,6114.958008,6084.594727,6159.144043,6291.837891,6645.194336,6808.358398,6831.459961,6841.518555,6855.745117,7025.390625,7259.876953,8055.285645,8863.226563,9242.292969,9287.071289,9329.670898,9566.469727,9689.105469,9081.307617,8579.766602,8347.673828,8334.603516,8322.796875,8417.301758,8230.390625,8356.817383,8268.525391,8306.311523,8385.110352,8425.666016,8373.679688,8649.367188,8162.591309,8041.461914
NLD,Netherlands,https://www.countryflags.io/nl/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.8967896,412.5578003,467.218811,521.8798218,576.5408325,631.2018433,685.862854,740.5238647,854.2433472,967.9628296,1081.682251,1195.401733,1309.121216,1422.840698,1536.560181,1577.480469,1618.400635,1659.320923,1700.241211,1741.161499,1782.081665,1823.001953,1819.015503,1815.028931,1811.04248,1807.055908,1803.069458,1799.082886,1795.096436,1834.917603,1874.738892,1914.560059,1954.381348,1994.202515,2034.023804,2073.844971,2187.289551,2300.734375,2414.178955,2527.623779,2641.068359,2754.513184,2867.957764,2807.711426,2747.465088,2687.21875,2626.972168,2566.72583,2506.479492,2446.233154,2433.226807,2420.220215,2407.213867,2394.207275,2381.200928,2368.194336,2355.187988,2270.842529,2186.497314,2102.151855,2017.806396,1933.46106,1849.115601,1764.770264,1865.548462,1966.326538,2067.104736,2167.882813,2268.660889,2369.439209,2470.217285,2652.202393,2834.1875,3016.172607,3198.157471,3380.142578,3562.127686,3744.112793,3970.943115,4197.773438,4424.603516,4651.433594,4878.263672,5105.094238,5331.924316,5525.49707,5719.069336,5912.64209,6106.214844,6299.787598,6493.359863,6686.932617,6504.971191,6323.010254,6141.048828,5959.087402,5777.125977,5595.165039,5413.203613,5452.351074,5491.498047,5530.645508,5569.792969,5608.94043,5648.087402,5687.234863,5857.455566,6027.676758,6197.897461,6368.118652,6538.339355,6708.560547,6878.78125,7053.527832,7228.273926,7403.020508,7577.766602,7752.513184,7927.259277,8102.005859,8128.965332,8155.924316,8182.883789,8209.842773,8236.801758,8263.761719,8290.720703,8156.482422,8022.244141,7888.005859,7753.76709,7619.528809,7485.290527,7351.052246,7535.14209,7719.231445,7903.321289,8087.410645,8271.5,8455.589844,8639.679688,9371.952148,10104.22461,10836.49707,11568.76953,12301.04199,13033.31445,13765.58691,13492.32617,13219.06445,12945.80371,12672.54199,12399.28125,12126.01953,11852.75879,10561.34766,9269.936523,7978.525391,6687.114258
